iteration,timestamp_utc,config_hash,config_path,best_model_hash,accepted,global_step,iter_time_s,iteration_time_s,replay_positions,replay_buffer_iterations,consecutive_rejections,best_model,eval_vs_best_wr,eval_vs_best_margin,eval_vs_mcts_wr,elo,applied_adaptive_games_anti_thrash_prev,applied_adaptive_games_avg_len_est,applied_adaptive_games_clamp_high,applied_adaptive_games_clamp_low,applied_adaptive_games_fill_mode,applied_adaptive_games_games_needed,applied_adaptive_games_games_this_iter,applied_adaptive_games_max_size,applied_adaptive_games_scheduled_games,applied_adaptive_games_scheduled_window_iters,applied_adaptive_games_target_pos_iter,applied_replay_max_size,applied_replay_newest_fraction,applied_replay_recency_window,applied_replay_window_iterations,applied_selfplay_cpuct,applied_selfplay_dirichlet_alpha,applied_selfplay_dynamic_score_utility_weight,applied_selfplay_games,applied_selfplay_noise_weight,applied_selfplay_parallel_leaves,applied_selfplay_policy_target_mode,applied_selfplay_q_value_weight,applied_selfplay_simulations,applied_selfplay_static_score_utility_weight,applied_selfplay_temperature,applied_training_amp_dtype,applied_training_batch_size,applied_training_lr,applied_training_q_value_weight,eval_vs_previous_best_avg_game_length,eval_vs_previous_best_avg_loss_margin,eval_vs_previous_best_avg_model_score_margin,eval_vs_previous_best_avg_score_diff,eval_vs_previous_best_avg_win_margin,eval_vs_previous_best_baseline_wins,eval_vs_previous_best_model_wins,eval_vs_previous_best_ties,eval_vs_previous_best_total_games,eval_vs_previous_best_win_rate,selfplay_avg_final_empty_components_abs_diff,selfplay_avg_final_empty_components_mean,selfplay_avg_final_empty_components_mean_vs_packer,selfplay_avg_final_empty_squares_abs_diff,selfplay_avg_final_empty_squares_mean,selfplay_avg_final_isolated_1x1_holes_abs_diff,selfplay_avg_final_isolated_1x1_holes_mean,selfplay_avg_final_isolated_1x1_holes_mean_vs_packer,selfplay_avg_game_length,selfplay_avg_num_legal,selfplay_avg_packing_ordering_enabled,selfplay_avg_packing_score_top1,selfplay_avg_policy_entropy,selfplay_avg_redundancy,selfplay_avg_root_expanded_count,selfplay_avg_root_expanded_ratio,selfplay_avg_root_legal_count,selfplay_avg_root_q,selfplay_avg_top1_prob,selfplay_frac_games_vs_packer,selfplay_games_per_minute,selfplay_generation_time,selfplay_nn_vs_packer_winrate,selfplay_num_games,selfplay_num_positions,selfplay_p0_wins,selfplay_p1_wins,selfplay_p50_final_empty_components_mean,selfplay_p50_final_empty_squares_mean,selfplay_p50_final_isolated_1x1_holes_mean,selfplay_p90_final_empty_components_mean,selfplay_p90_final_empty_squares_mean,selfplay_p90_final_isolated_1x1_holes_mean,selfplay_p90_root_expanded_ratio,selfplay_p90_root_legal_count,selfplay_selfplay_avg_final_empty_components_abs_diff,selfplay_selfplay_avg_final_empty_components_mean,selfplay_selfplay_avg_final_empty_components_mean_vs_packer,selfplay_selfplay_avg_final_empty_squares_abs_diff,selfplay_selfplay_avg_final_empty_squares_mean,selfplay_selfplay_avg_final_isolated_1x1_holes_abs_diff,selfplay_selfplay_avg_final_isolated_1x1_holes_mean,selfplay_selfplay_avg_final_isolated_1x1_holes_mean_vs_packer,selfplay_selfplay_avg_packing_ordering_enabled,selfplay_selfplay_avg_packing_score_top1,selfplay_selfplay_avg_root_expanded_count,selfplay_selfplay_avg_root_expanded_ratio,selfplay_selfplay_avg_root_legal_count,selfplay_selfplay_frac_games_vs_packer,selfplay_selfplay_nn_vs_packer_winrate,selfplay_selfplay_p50_final_empty_components_mean,selfplay_selfplay_p50_final_empty_squares_mean,selfplay_selfplay_p50_final_isolated_1x1_holes_mean,selfplay_selfplay_p90_final_empty_components_mean,selfplay_selfplay_p90_final_empty_squares_mean,selfplay_selfplay_p90_final_isolated_1x1_holes_mean,selfplay_selfplay_p90_root_expanded_ratio,selfplay_selfplay_p90_root_legal_count,selfplay_unique_positions,train_approx_identity_check,train_ce_minus_policy_entropy,train_grad_norm,train_kl_divergence,train_ownership_accuracy,train_ownership_accuracy_all_filled_baseline,train_ownership_balanced_accuracy,train_ownership_empty_precision,train_ownership_empty_recall,train_ownership_filled_fraction_mean,train_ownership_loss,train_ownership_mae_empty_count,train_policy_accuracy,train_policy_cross_entropy,train_policy_entropy,train_policy_loss,train_policy_top5_accuracy,train_score_loss,train_step_skip_rate,train_target_entropy,train_total_loss,train_value_loss,train_value_mse
0,2026-03-01T15:04:27.337571Z,7e809564bb76,configs/config_best.yaml,8814f63ec4f486fb,True,70,822.5,,38191,,0,runs\patchwork_production\committed\iter_000\iteration_000.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.434444444444445,97.92707364124851,,,2.6500817993405277,0.1494353062999836,,,,0.0,0.3547119407771945,,75.10527856919019,718.9907424449921,,900,38191,433,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32377,,,4.363618692329951,0.10149918060217585,0.7549724825790951,,,,,,0.5577385451112475,,0.35100167436259133,,2.6768080609185354,2.678128552436829,0.4765262280191694,4.2573615176337105,0.0,,3.6510864325932095,0.4635609520333154,0.4635609520333154
1,2026-03-01T15:34:50.471146Z,7e809564bb76,configs/config_best.yaml,815e12cb9006e743,True,208,1819.8,,76735,,0,runs\patchwork_production\committed\iter_001\iteration_001.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.82666666666667,99.92867132798213,,,2.500019824292984,0.14842101659285473,,,,0.000405975873882543,0.3578606739114827,,32.151892248777756,1679.5278978347778,,900,38544,455,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32705,,,2.1493276541215787,0.23825036885513776,0.8238189833751624,,,,,,0.3468818489624106,,0.38179779786994494,,2.7480735398721006,2.7514242383017056,0.5383328467175581,3.7348789909611577,0.0,,3.4967743676641714,0.3198299796684928,0.3198299796684928
2,2026-03-01T16:04:25.146209Z,7e809564bb76,configs/config_best.yaml,0b112add0d441abe,True,414,1771.3,,114057,,0,runs\patchwork_production\committed\iter_002\iteration_002.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.46888888888889,104.37514940440357,,,2.5218286013917797,0.14517951205897703,,,,0.0012402215868770182,0.35590319308273266,,33.39971918646187,1616.7800602912903,,900,37322,492,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31802,,,1.5913957791421018,0.26599254263836203,0.8289090137458541,,,,,,0.33447749160447166,,0.41270975927704745,,2.753102954151561,2.753728692971387,0.5896631971146297,3.6485911584594874,0.0,,3.4693568701882964,0.3005974412832445,0.3005974412832445
3,2026-03-01T16:33:34.602131Z,7e809564bb76,configs/config_best.yaml,96eff384bbb21f61,True,686,1745.8,,150984,,0,runs\patchwork_production\committed\iter_003\iteration_003.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03,109.13045482817436,,,2.5989092091687644,0.13796035818796168,,,,0.0040642364907560865,0.33720463358067443,,34.13862815660595,1581.7858805656433,,900,36927,482,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31736,,,1.0529295481084024,0.280806578367072,0.8303931031156988,,,,,,0.33131651963819475,,0.42837196128333316,,2.783063578255036,2.7838646892239067,0.6188785113832529,3.599545477067723,0.0,,3.4892106082509544,0.29569387441391454,0.29569387441391454
4,2026-03-01T17:03:39.048982Z,7e809564bb76,configs/config_best.yaml,9957f9b7a3b2fbe0,True,1024,1800.9,,187284,,0,runs\patchwork_production\committed\iter_004\iteration_004.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.333333333333336,120.04105582913259,,,2.8680871328025224,0.1254406516616406,,,,0.009488596388079142,0.2856139865207223,,33.3594484258313,1618.7318000793457,,900,36300,506,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31652,,,0.7719775361157734,0.281486617919256,0.829462644969218,,,,,,0.3320557533283911,,0.4341069856691643,,2.8384494788547947,2.838468511429059,0.6350685881792442,3.6022854944657996,0.0,,3.537568863326981,0.2890634314989197,0.2890634314989197
5,2026-03-01T17:33:36.578265Z,7e809564bb76,configs/config_best.yaml,3f60ed5dd91022f4,True,1426,1794.0,,222639,,0,runs\patchwork_production\committed\iter_005\iteration_005.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.28333333333333,140.4798943687544,,,3.221818459058982,0.10193671586878313,,,,0.010691615169053915,0.23124887444325895,,33.65535859180732,1604.4993207454681,,900,35355,477,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31684,,,0.6859405565617689,0.2795736449052445,0.8281531064071466,,,,,,0.33386530048811613,,0.4340306698386349,,2.933591419784584,2.933273613156371,0.6371424823851135,3.6205376202787334,0.0,,3.633010311506281,0.2876031472166972,0.2876031472166972
6,2026-03-02T01:20:28.870049Z,7e809564bb76,configs/config_best.yaml,de91c1c2c0257a98,True,1890,2104.0,,258026,,0,runs\patchwork_production\committed\iter_006\iteration_006.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.318888888888885,151.84106301680308,,,3.2965124324664212,0.09366027124143728,,,,0.006969753366042136,0.2284467486874553,,33.07628901125898,1632.589435338974,,900,35387,511,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32022,,,0.60343657520696,0.27593214527286336,0.828213361830547,,,,,,0.33433634896987474,,0.43312146424733355,,3.0065674262827837,3.0063349964289827,0.6334467245073154,3.6261409377229628,0.0,,3.7075224266997697,0.2884228965267539,0.2884228965267539
7,2026-03-02T01:52:50.195133Z,7e809564bb76,configs/config_best.yaml,075308b1a9ed4287,True,2420,1938.1,,293950,,0,runs\patchwork_production\committed\iter_007\iteration_007.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91555555555556,147.49120286166908,,,3.220979515543203,0.09141654158669767,,,,0.004644607414729504,0.24596810074035938,,32.95674435728093,1638.5113594532013,,900,35924,513,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32584,,,0.5770181434615603,0.26880972719979734,0.829967543876396,,,,,,0.3329330404412072,,0.4347635192128847,,3.0498496433473985,3.049799794970818,0.6333078130236212,3.622525250236943,0.0,,3.754002717306029,0.2920104366428447,0.2920104366428447
8,2026-03-02T05:03:56.440766Z,e1ecc1d08eea,configs/config_best.yaml,92723567c5d0fdda,True,2950,2244.6,,294099,,0,runs\patchwork_production\committed\iter_008\iteration_008.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.357894736842105,142.09467861196975,,,3.134502642912909,0.09020882185064154,,,,-0.0009617094201839159,0.26216190527385247,,32.66530982909658,1744.97043800354,,950,38340,527,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34818,,,0.5447530912059658,0.26350171380447895,0.8328349716258499,,,,,,0.3311343192491891,,0.4517698984663442,,3.1069366783465977,3.106299372888961,0.6587954021849722,3.6221759440763943,0.0,,3.821387648132612,0.30320053499824595,0.30320053499824595
9,2026-03-02T05:37:35.625178Z,e1ecc1d08eea,configs/config_best.yaml,7278da4e416c47e6,True,3480,2015.9,,294153,,0,runs\patchwork_production\committed\iter_009\iteration_009.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.01806588735388,136.91295967657607,,,3.059982305656247,0.09524846203458334,,,,-0.0104044581966181,0.27441774349171677,,32.443705031855295,1740.245139837265,,941,38598,512,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34858,,,0.5626808379899781,0.2476177619313294,0.8370704441700341,,,,,,0.32713273600587306,,0.45648529310271424,,3.166800103097592,3.1664219150003396,0.661934195037158,3.6175484895706176,0.0,,3.895294074292453,0.3180473947862409,0.3180473947862409
10,2026-03-02T06:10:24.891160Z,e1ecc1d08eea,configs/config_best.yaml,9f93282f31157b96,True,4012,1965.9,,295202,,0,runs\patchwork_production\committed\iter_010\iteration_010.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.34806034482759,130.79377715651017,,,2.991238263846169,0.0966038528511149,,,,-0.016493649326186684,0.287617017843319,,32.341814789907055,1721.6102547645569,,928,38371,501,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34598,,,0.5299373978286758,0.2346601080065383,0.8417239228361532,,,,,,0.32239190489053726,,0.462193372722407,,3.2114083332226686,3.211358614882132,0.6647887489849463,3.604860619494789,0.0,,3.950520399817847,0.3303169223262851,0.3303169223262851
11,2026-03-02T06:42:37.730961Z,e1ecc1d08eea,configs/config_best.yaml,6f0080567377ee92,True,4546,1929.5,,296367,,0,runs\patchwork_production\committed\iter_011\iteration_011.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.53980370774264,128.07003855159954,,,2.9495493462720304,0.10081848984816427,,,,-0.024037624475116207,0.2958623730594206,,32.23852159132208,1706.6539433002472,,917,38092,506,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34193,,,0.5280735745244705,0.22592947579055245,0.8464460503519251,,,,,,0.31718241532197156,,0.46493035621857376,,3.248416975642858,3.2484069397386985,0.6636382790094011,3.5913330249572066,0.0,,3.995769229274564,0.3406516222025125,0.3406516222025125
12,2026-03-02T07:15:01.443156Z,e1ecc1d08eea,configs/config_best.yaml,1d8d04bb536862e2,True,5082,1940.4,,297948,,0,runs\patchwork_production\committed\iter_012\iteration_012.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.719162995594715,126.2833820543322,,,2.9113868548258477,0.10241903474601004,,,,-0.02443150141809462,0.3020884832133673,,31.848203900461396,1710.6145191192627,,908,37881,502,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33932,,,0.5690310124530277,0.2179308434976126,0.8520571891941242,,,,,,0.3104758948754909,,0.4705187544893863,,3.24554400123767,3.245332568439085,0.6660769662972706,3.5628298610004023,0.0,,3.997376593191232,0.34918965082337605,0.34918965082337605
13,2026-03-02T07:48:04.576310Z,e1ecc1d08eea,configs/config_best.yaml,d1440bd6ab794108,True,5622,1979.8,,300282,,0,runs\patchwork_production\committed\iter_013\iteration_013.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.737541528239205,124.94458177500378,,,2.900422254611201,0.10423225241774536,,,,-0.029005663114761708,0.30527737805716304,,31.95352698342336,1695.5874707698822,,903,37689,502,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33688,,,0.5445587627865649,0.21431460016303594,0.857609087228775,,,,,,0.30359477947155633,,0.4811797896469081,,3.2033892454924406,3.2032251936418037,0.6759569886657927,3.5167293548583984,0.0,,3.9506695464805324,0.35023219552305007,0.35023219552305007
14,2026-03-02T08:21:21.243515Z,e1ecc1d08eea,configs/config_best.yaml,b97eafe13b320ed0,True,6162,1993.4,,302492,,0,runs\patchwork_production\committed\iter_014\iteration_014.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.72807991120977,125.76693947551635,,,2.8766675203680148,0.10358420256573146,,,,-0.03194641613138271,0.3102841778261592,,31.790737914746924,1700.495287179947,,901,37597,487,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33640,,,0.5675128782237018,0.20960948423103049,0.8619299942696537,,,,,,0.2981315594580438,,0.49285683885768605,,3.1516245974434747,3.151742720162427,0.6884519889398857,3.4665362592096685,0.0,,3.8913951180599353,0.34827903547772654,0.34827903547772654
15,2026-03-02T08:54:17.096483Z,e1ecc1d08eea,configs/config_best.yaml,2c7706a9d1b3898e,True,6702,1972.5,,304188,,0,runs\patchwork_production\committed\iter_015\iteration_015.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.84649610678532,123.92199515180312,,,2.854674145610052,0.10794332336148922,,,,-0.03404298699004681,0.3155876997685762,,31.963460452846245,1687.5519495010376,,899,37620,447,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33485,,,0.6003856093795211,0.21045598967207801,0.8642841313724164,,,,,,0.29476151499483316,,0.5027476724099229,,3.1084086245960663,3.108354680626481,0.7011717685946712,3.422559687826369,0.0,,3.8358180699525057,0.34099319588254995,0.34099319588254995
16,2026-03-02T09:26:28.994611Z,e1ecc1d08eea,configs/config_best.yaml,72b05ef2354f4d2b,True,7242,1928.5,,303708,,0,runs\patchwork_production\committed\iter_016\iteration_016.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.16035634743875,122.7175144534202,,,2.8337137502693137,0.11096906811444526,,,,-0.039196888253504966,0.3200938447584047,,32.99205409467125,1633.1205036640167,,898,37860,488,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33576,,,0.554953670832846,0.21630939344565075,0.864760481869733,,,,,,0.29405912260214484,,0.5072079462033731,,3.0790846833476313,3.0790483660168118,0.7095491430273762,3.401104250219133,0.0,,3.7957076183071843,0.3324399547996344,0.3324399547996344
17,2026-03-02T09:59:18.092922Z,e1ecc1d08eea,configs/config_best.yaml,2930edb927c4e1c8,True,7782,1965.8,,302713,,0,runs\patchwork_production\committed\iter_017\iteration_017.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.014525139664805,121.68978548445348,,,2.805880956311957,0.11040981807705723,,,,-0.041041414988202754,0.326229740209492,,31.998393057996953,1678.2092745304108,,895,37603,482,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33382,,,0.5536560003404264,0.22260932916844334,0.8641299175995367,,,,,,0.29468415396081077,,0.5115320541792445,,3.052839460637834,3.0527997657104775,0.7164391212993197,3.387668776512146,0.0,,3.761385683218638,0.3256164212469701,0.3256164212469701
18,2026-03-02T10:32:11.966678Z,e1ecc1d08eea,configs/config_best.yaml,318c87dcec4dbe47,True,8322,1970.6,,301778,,0,runs\patchwork_production\committed\iter_018\iteration_018.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.921612541993284,121.78446393238524,,,2.7903880624819406,0.10958197163933948,,,,-0.04616178155141273,0.3298600610195237,,31.87859687136175,1680.7515153884888,,893,37436,492,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33257,,,0.5506677916756382,0.22881636114584075,0.8632540006328512,,,,,,0.29549966471062766,,0.5142537702012946,,3.0335988283157347,3.0334655470318266,0.7213431032719435,3.380338782734341,0.0,,3.7328278320807,0.31700345735858987,0.31700345735858987
19,2026-03-02T11:05:26.974772Z,e1ecc1d08eea,configs/config_best.yaml,b611aa8836404f8a,True,8862,1991.8,,301405,,0,runs\patchwork_production\committed\iter_019\iteration_019.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.23852183650616,120.98392932961218,,,2.769999064534656,0.11343029491031281,,,,-0.04661615648368669,0.33534861143052064,,31.339577627188955,1709.6592888832092,,893,37719,489,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33361,,,0.5244063185872856,0.23523887622135656,0.8625076718904354,,,,,,0.29638487216499115,,0.5151585264890282,,3.0193228840827944,3.0192324351381377,0.7265078210168414,3.376504456113886,0.0,,3.7115755372577244,0.3102349246541659,0.3102349246541659
20,2026-03-02T11:38:42.697196Z,e1ecc1d08eea,configs/config_best.yaml,031aa553d35d819e,True,9402,1992.5,,300965,,0,runs\patchwork_production\committed\iter_020\iteration_020.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.974215246636774,122.12968667310214,,,2.744401505340955,0.11087830823405682,,,,-0.045851034834572806,0.3397104297822045,,31.402415733171104,1704.3274776935577,,892,37441,498,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33213,,,0.5194998535845015,0.2399568844448637,0.8621646620609142,,,,,,0.2967712881388488,,0.5163041257747898,,3.003748674304397,3.0037241017376934,0.7300318500509968,3.3649975295420047,0.0,,3.687208641458441,0.3024690998097261,0.3024690998097261
21,2026-03-02T12:11:48.409482Z,e1ecc1d08eea,configs/config_best.yaml,8c7fd44b4c0c8037,True,9942,1982.4,,300834,,0,runs\patchwork_production\committed\iter_021\iteration_021.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.10538116591928,121.69390315411786,,,2.72554274666591,0.10970569652354076,,,,-0.04687596641094594,0.34359457952995465,,31.435712361267885,1702.5222582817078,,892,37558,504,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33360,,,0.5139899929916416,0.24601404344042144,0.862028517877614,,,,,,0.29682400684665755,,0.5181242766203704,,2.9880216978214404,2.9879135763203655,0.7344007437979734,3.36440746916665,0.0,,3.667312831348843,0.29843490901920533,0.29843490901920533
22,2026-03-02T12:44:54.734436Z,e1ecc1d08eea,configs/config_best.yaml,def234fd28528082,True,10482,1983.0,,300592,,0,runs\patchwork_production\committed\iter_022\iteration_022.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92480359147026,121.99962426554877,,,2.715845937789928,0.10691534395422903,,,,-0.045663349632843214,0.34592877291166013,,31.595461727940148,1692.0151526927948,,891,37355,508,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33287,,,0.4868085328627516,0.25116191462234216,0.8621367646588219,,,,,,0.2966931741546701,,0.5184577759769229,,2.9751547385145116,2.975231324301826,0.738226890232828,3.3564463818514785,0.0,,3.644846795223377,0.2894668531914552,0.2894668531914552
23,2026-03-02T13:18:13.306638Z,e1ecc1d08eea,configs/config_best.yaml,b97ac1518f531627,True,11022,1995.3,,300648,,0,runs\patchwork_production\committed\iter_023\iteration_023.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.19036954087346,120.0087412891555,,,2.677715950530015,0.11189025979053209,,,,-0.050453520275992654,0.35404430681215393,,31.395576389284408,1706.6098527908325,,893,37676,514,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33381,,,0.4944479868367866,0.2566735950333101,0.8620931599979047,,,,,,0.29662788758675257,,0.5193042364385393,,2.9617782058539213,2.9616964909765455,0.7406456375563586,3.356058684101811,0.0,,3.625579049852159,0.28378251791000364,0.28378251791000364
24,2026-03-02T13:51:19.466543Z,e1ecc1d08eea,configs/config_best.yaml,2358ecf5d56194aa,True,11562,1982.9,,300326,,0,runs\patchwork_production\committed\iter_024\iteration_024.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.082959641255606,120.85128942702895,,,2.6724662742592855,0.11024244698548535,,,,-0.04633104830857555,0.35658999948119263,,31.4158205381139,1703.6002588272095,,892,37538,476,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33325,,,0.4769879761117476,0.25848969607441513,0.8620373603370455,,,,,,0.2965722510660136,,0.5220738229928192,,2.9414129734039305,2.94117437115422,0.7447993259738993,3.3556620474214904,0.0,,3.598271862224296,0.27704545058034086,0.27704545058034086
25,2026-03-02T14:24:30.057564Z,e1ecc1d08eea,configs/config_best.yaml,ccc03dead26f5696,True,12102,1987.3,,300306,,0,runs\patchwork_production\committed\iter_025\iteration_025.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13340807174888,122.85728909516516,,,2.671162401650949,0.10960858212969918,,,,-0.0491979214471887,0.35758769548320885,,31.4790024614909,1700.1809401512146,,892,37583,497,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33395,,,0.4570007327530119,0.26192817533457724,0.8621274441480636,,,,,,0.2964002777028967,,0.5240635425956162,,2.9281845525459005,2.9278190550980745,0.7492975771427155,3.3531567260071085,0.0,,3.5795909298790827,0.2719961578371348,0.2719961578371348
26,2026-03-02T14:57:52.909435Z,e1ecc1d08eea,configs/config_best.yaml,99b82ec561bd9d3b,True,12642,1999.5,,300482,,0,runs\patchwork_production\committed\iter_026\iteration_026.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.26067415730337,122.28804736260511,,,2.6602636219810365,0.11180795229809413,,,,-0.048827416339097034,0.3606816247319938,,31.036814616970364,1720.5373895168304,,890,37612,501,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33336,,,0.46642872260676493,0.2652989763904501,0.862146966987186,,,,,,0.2964225658112102,,0.525993264052603,,2.917021248517213,2.9170656186562995,0.752891922769723,3.355251778938152,0.0,,3.5616461356480915,0.26459196295451237,0.26459196295451237
27,2026-03-02T15:31:17.225259Z,e1ecc1d08eea,configs/config_best.yaml,f07fbb5ea736f5ac,True,13182,2001.0,,300356,,0,runs\patchwork_production\committed\iter_027\iteration_027.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.23932584269663,123.63040264837866,,,2.674000266228628,0.11475735208290665,,,,-0.050046294244730054,0.3570186971866394,,31.140804220531223,1714.7919373512268,,890,37593,482,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33201,,,0.45673600446294854,0.2683276695233804,0.8620568818516201,,,,,,0.2965920250172968,,0.5269908897302769,,2.9106597918051262,2.910623173801987,0.7560124549600813,3.3555624780831517,0.0,,3.5499828312132093,0.2593146052625444,0.2593146052625444
28,2026-03-02T16:04:32.906319Z,e1ecc1d08eea,configs/config_best.yaml,fb2f6dcb80950bd5,True,13722,1992.4,,300548,,0,runs\patchwork_production\committed\iter_028\iteration_028.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3318335208099,125.01915066722236,,,2.682958948289428,0.11577071529505563,,,,-0.04948723242798569,0.35881272702154077,,31.14814889119041,1712.4613146781921,,889,37633,512,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33202,,,0.459268006461638,0.2700095316602124,0.862020957911456,,,,,,0.29674437818703825,,0.5299090882142385,,2.903882145881653,2.903703809226001,0.7599475336295587,3.363755919756713,0.0,,3.541493994659848,0.256902936073365,0.256902936073365
29,2026-03-02T16:37:52.782153Z,e1ecc1d08eea,configs/config_best.yaml,e99a5964c2036e9f,True,14262,1996.6,,300656,,0,runs\patchwork_production\committed\iter_029\iteration_029.pt,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.416666666666664,124.16630284978976,,,2.664222763211231,0.1181476559507539,,,,-0.04762792523536409,0.3624663942598084,,31.177125940619963,1708.945208787918,,888,37666,501,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33149,,,0.45708127049384295,0.27188502585998287,0.8620465646187464,,,,,,0.2967496498315423,,0.5311156428522534,,2.8988128542900085,2.8988826248380875,0.7622399025493198,3.362261872379868,0.0,,3.529786517884996,0.25016526182492577,0.25016526182492577
