step_or_iteration,tag,value
9530,train/learning_rate,0.001599996699951589
9540,train/learning_rate,0.0015999948373064399
9550,train/learning_rate,0.0015999925090000033
9560,train/learning_rate,0.0015999898314476013
9570,train/learning_rate,0.001599986688233912
9580,train/learning_rate,0.0015999831957742572
9590,train/learning_rate,0.001599979237653315
9600,train/learning_rate,0.0015999749302864075
9610,train/learning_rate,0.0015999701572582126
9620,train/learning_rate,0.0015999649185687304
9630,train/learning_rate,0.0015999593306332827
9640,train/learning_rate,0.0015999532770365477
9650,train/learning_rate,0.0015999468741938472
9660,train/learning_rate,0.0015999400056898594
9670,train/learning_rate,0.0015999327879399061
9680,train/learning_rate,0.0015999251045286655
9690,train/learning_rate,0.0015999169554561377
9700,train/learning_rate,0.0015999084571376443
9710,train/learning_rate,0.0015998996095731854
9720,train/learning_rate,0.0015998901799321175
9730,train/learning_rate,0.0015998805174604058
9740,train/learning_rate,0.001599870272912085
9750,train/learning_rate,0.0015998596791177988
9760,train/learning_rate,0.001599848736077547
9770,train/learning_rate,0.001599837327376008
9780,train/learning_rate,0.0015998254530131817
9790,train/learning_rate,0.0015998132294043899
9800,train/learning_rate,0.0015998006565496325
9810,train/learning_rate,0.001599787501618266
9820,train/learning_rate,0.0015997739974409342
9830,train/learning_rate,0.0015997601440176368
9840,train/learning_rate,0.001599745824933052
9850,train/learning_rate,0.00159973104018718
9860,train/learning_rate,0.0015997159061953425
9870,train/learning_rate,0.0015997004229575396
9880,train/learning_rate,0.0015996843576431274
9890,train/learning_rate,0.0015996680594980717
9900,train/learning_rate,0.0015996511792764068
9910,train/learning_rate,0.0015996339498087764
9920,train/learning_rate,0.0015996163710951805
9930,train/learning_rate,0.0015995983267202973
9940,train/learning_rate,0.0015995798166841269
9950,train/learning_rate,0.0015995609574019909
9960,train/learning_rate,0.0015995416324585676
9970,train/learning_rate,0.0015995219582691789
9980,train/learning_rate,0.0015995018184185028
9990,train/learning_rate,0.0015994813293218613
10000,train/learning_rate,0.0015994603745639324
10010,train/learning_rate,0.0015994389541447163
10020,train/learning_rate,0.0007999999797903001
10030,train/learning_rate,0.0015999999595806003
10040,train/learning_rate,0.0015999998431652784
10050,train/learning_rate,0.0015999991446733475
10060,train/learning_rate,0.001599998096935451
10070,train/learning_rate,0.001599996699951589
10080,train/learning_rate,0.0015999948373064399
10090,train/learning_rate,0.0015999925090000033
10100,train/learning_rate,0.0015999898314476013
10110,train/learning_rate,0.001599986688233912
10120,train/learning_rate,0.0015999831957742572
10130,train/learning_rate,0.001599979237653315
10140,train/learning_rate,0.0015999749302864075
10150,train/learning_rate,0.0015999701572582126
10160,train/learning_rate,0.0015999649185687304
10170,train/learning_rate,0.0015999593306332827
10180,train/learning_rate,0.0015999532770365477
10190,train/learning_rate,0.0015999468741938472
10200,train/learning_rate,0.0015999400056898594
10210,train/learning_rate,0.0015999327879399061
10220,train/learning_rate,0.0015999251045286655
10230,train/learning_rate,0.0015999169554561377
10240,train/learning_rate,0.0015999084571376443
10250,train/learning_rate,0.0015998996095731854
10260,train/learning_rate,0.0015998901799321175
10270,train/learning_rate,0.0015998805174604058
10280,train/learning_rate,0.001599870272912085
10290,train/learning_rate,0.0015998596791177988
10300,train/learning_rate,0.001599848736077547
10310,train/learning_rate,0.001599837327376008
10320,train/learning_rate,0.0015998254530131817
10330,train/learning_rate,0.0015998132294043899
10340,train/learning_rate,0.0015998006565496325
10350,train/learning_rate,0.001599787501618266
10360,train/learning_rate,0.0015997739974409342
10370,train/learning_rate,0.0015997601440176368
10380,train/learning_rate,0.001599745824933052
10390,train/learning_rate,0.00159973104018718
10400,train/learning_rate,0.0015997159061953425
10410,train/learning_rate,0.0015997004229575396
10420,train/learning_rate,0.0015996843576431274
10430,train/learning_rate,0.0015996680594980717
10440,train/learning_rate,0.0015996511792764068
10450,train/learning_rate,0.0015996339498087764
10460,train/learning_rate,0.0015996163710951805
10470,train/learning_rate,0.0015995983267202973
10480,train/learning_rate,0.0015995798166841269
10490,train/learning_rate,0.0015995609574019909
10500,train/learning_rate,0.0015995416324585676
10510,train/learning_rate,0.0015995219582691789
10520,train/learning_rate,0.0015995018184185028
10530,train/learning_rate,0.0015994813293218613
10540,train/learning_rate,0.0015994603745639324
10550,train/learning_rate,0.0015994389541447163
10560,train/learning_rate,0.0007999999797903001
10570,train/learning_rate,0.0015999999595806003
10580,train/learning_rate,0.0015999998431652784
10590,train/learning_rate,0.0015999991446733475
10600,train/learning_rate,0.001599998096935451
10610,train/learning_rate,0.001599996699951589
10620,train/learning_rate,0.0015999948373064399
10630,train/learning_rate,0.0015999925090000033
10640,train/learning_rate,0.0015999898314476013
10650,train/learning_rate,0.001599986688233912
10660,train/learning_rate,0.0015999831957742572
10670,train/learning_rate,0.001599979237653315
10680,train/learning_rate,0.0015999749302864075
10690,train/learning_rate,0.0015999701572582126
10700,train/learning_rate,0.0015999649185687304
10710,train/learning_rate,0.0015999593306332827
10720,train/learning_rate,0.0015999532770365477
10730,train/learning_rate,0.0015999468741938472
10740,train/learning_rate,0.0015999400056898594
10750,train/learning_rate,0.0015999327879399061
10760,train/learning_rate,0.0015999251045286655
10770,train/learning_rate,0.0015999169554561377
10780,train/learning_rate,0.0015999084571376443
10790,train/learning_rate,0.0015998996095731854
10800,train/learning_rate,0.0015998901799321175
10810,train/learning_rate,0.0015998805174604058
10820,train/learning_rate,0.001599870272912085
10830,train/learning_rate,0.0015998596791177988
10840,train/learning_rate,0.001599848736077547
10850,train/learning_rate,0.001599837327376008
10860,train/learning_rate,0.0015998254530131817
10870,train/learning_rate,0.0015998132294043899
10880,train/learning_rate,0.0015998006565496325
10890,train/learning_rate,0.001599787501618266
10900,train/learning_rate,0.0015997739974409342
10910,train/learning_rate,0.0015997601440176368
10920,train/learning_rate,0.001599745824933052
10930,train/learning_rate,0.00159973104018718
10940,train/learning_rate,0.0015997159061953425
10950,train/learning_rate,0.0015997004229575396
10960,train/learning_rate,0.0015996843576431274
10970,train/learning_rate,0.0015996680594980717
10980,train/learning_rate,0.0015996511792764068
10990,train/learning_rate,0.0015996339498087764
11000,train/learning_rate,0.0015996163710951805
11010,train/learning_rate,0.0015995983267202973
11020,train/learning_rate,0.0015995798166841269
11030,train/learning_rate,0.0015995609574019909
11040,train/learning_rate,0.0015995416324585676
11050,train/learning_rate,0.0015995219582691789
11060,train/learning_rate,0.0015995018184185028
11070,train/learning_rate,0.0015994813293218613
11080,train/learning_rate,0.0015994603745639324
11090,train/learning_rate,0.0015994389541447163
11100,train/learning_rate,0.0007999999797903001
11110,train/learning_rate,0.0015999999595806003
11120,train/learning_rate,0.0015999998431652784
11130,train/learning_rate,0.0015999991446733475
11140,train/learning_rate,0.001599998096935451
11150,train/learning_rate,0.001599996699951589
11160,train/learning_rate,0.0015999948373064399
11170,train/learning_rate,0.0015999925090000033
11180,train/learning_rate,0.0015999898314476013
11190,train/learning_rate,0.001599986688233912
11200,train/learning_rate,0.0015999831957742572
11210,train/learning_rate,0.001599979237653315
11220,train/learning_rate,0.0015999749302864075
11230,train/learning_rate,0.0015999701572582126
11240,train/learning_rate,0.0015999649185687304
11250,train/learning_rate,0.0015999593306332827
11260,train/learning_rate,0.0015999532770365477
11270,train/learning_rate,0.0015999468741938472
11280,train/learning_rate,0.0015999400056898594
11290,train/learning_rate,0.0015999327879399061
11300,train/learning_rate,0.0015999251045286655
11310,train/learning_rate,0.0015999169554561377
11320,train/learning_rate,0.0015999084571376443
11330,train/learning_rate,0.0015998996095731854
11340,train/learning_rate,0.0015998901799321175
11350,train/learning_rate,0.0015998805174604058
11360,train/learning_rate,0.001599870272912085
11370,train/learning_rate,0.0015998596791177988
11380,train/learning_rate,0.001599848736077547
11390,train/learning_rate,0.001599837327376008
11400,train/learning_rate,0.0015998254530131817
11410,train/learning_rate,0.0015998132294043899
11420,train/learning_rate,0.0015998006565496325
11430,train/learning_rate,0.001599787501618266
11440,train/learning_rate,0.0015997739974409342
11450,train/learning_rate,0.0015997601440176368
11460,train/learning_rate,0.001599745824933052
11470,train/learning_rate,0.00159973104018718
11480,train/learning_rate,0.0015997159061953425
11490,train/learning_rate,0.0015997004229575396
11500,train/learning_rate,0.0015996843576431274
11510,train/learning_rate,0.0015996680594980717
11520,train/learning_rate,0.0015996511792764068
11530,train/learning_rate,0.0015996339498087764
11540,train/learning_rate,0.0015996163710951805
11550,train/learning_rate,0.0015995983267202973
11560,train/learning_rate,0.0015995798166841269
11570,train/learning_rate,0.0015995609574019909
11580,train/learning_rate,0.0015995416324585676
11590,train/learning_rate,0.0015995219582691789
11600,train/learning_rate,0.0015995018184185028
11610,train/learning_rate,0.0015994813293218613
11620,train/learning_rate,0.0015994603745639324
11630,train/learning_rate,0.0015994389541447163
10,train/ownership_loss,0.6124762296676636
20,train/ownership_loss,0.45062991976737976
30,train/ownership_loss,0.41283512115478516
40,train/ownership_loss,0.3778403401374817
50,train/ownership_loss,0.3633294403553009
60,train/ownership_loss,0.3597739338874817
70,train/ownership_loss,0.32961201667785645
80,train/ownership_loss,0.3468429148197174
90,train/ownership_loss,0.3547961115837097
100,train/ownership_loss,0.3379161059856415
110,train/ownership_loss,0.34673526883125305
120,train/ownership_loss,0.3495554029941559
130,train/ownership_loss,0.3439943492412567
140,train/ownership_loss,0.3375735878944397
150,train/ownership_loss,0.333437979221344
160,train/ownership_loss,0.3412625789642334
170,train/ownership_loss,0.33073335886001587
180,train/ownership_loss,0.3345877230167389
190,train/ownership_loss,0.3391609787940979
200,train/ownership_loss,0.3188316524028778
210,train/ownership_loss,0.3347669541835785
220,train/ownership_loss,0.3353053331375122
230,train/ownership_loss,0.3280029892921448
240,train/ownership_loss,0.3372052013874054
250,train/ownership_loss,0.32704171538352966
260,train/ownership_loss,0.33797377347946167
270,train/ownership_loss,0.33495357632637024
280,train/ownership_loss,0.3389221429824829
290,train/ownership_loss,0.34012430906295776
300,train/ownership_loss,0.3353305757045746
310,train/ownership_loss,0.3357970118522644
320,train/ownership_loss,0.32546329498291016
330,train/ownership_loss,0.3290383219718933
340,train/ownership_loss,0.3268930912017822
350,train/ownership_loss,0.3264371156692505
360,train/ownership_loss,0.3286447823047638
370,train/ownership_loss,0.3306124806404114
380,train/ownership_loss,0.33091050386428833
390,train/ownership_loss,0.33086681365966797
400,train/ownership_loss,0.32432061433792114
410,train/ownership_loss,0.32880643010139465
420,train/ownership_loss,0.3292234539985657
430,train/ownership_loss,0.32044288516044617
440,train/ownership_loss,0.3283694386482239
450,train/ownership_loss,0.32528290152549744
460,train/ownership_loss,0.32390832901000977
470,train/ownership_loss,0.3250017464160919
480,train/ownership_loss,0.3259969651699066
490,train/ownership_loss,0.32363542914390564
500,train/ownership_loss,0.32964080572128296
510,train/ownership_loss,0.32523688673973083
520,train/ownership_loss,0.32875025272369385
530,train/ownership_loss,0.3300013840198517
540,train/ownership_loss,0.32424965500831604
550,train/ownership_loss,0.33150628209114075
560,train/ownership_loss,0.3196955919265747
570,train/ownership_loss,0.3295972943305969
580,train/ownership_loss,0.3245788514614105
590,train/ownership_loss,0.3267679214477539
600,train/ownership_loss,0.3220585584640503
610,train/ownership_loss,0.3230295479297638
620,train/ownership_loss,0.32664597034454346
630,train/ownership_loss,0.3260776400566101
640,train/ownership_loss,0.3334939181804657
650,train/ownership_loss,0.328540176153183
660,train/ownership_loss,0.3264053761959076
670,train/ownership_loss,0.31981950998306274
680,train/ownership_loss,0.32984480261802673
690,train/ownership_loss,0.3327781558036804
700,train/ownership_loss,0.32282769680023193
710,train/ownership_loss,0.326890766620636
720,train/ownership_loss,0.3245668411254883
730,train/ownership_loss,0.32893604040145874
740,train/ownership_loss,0.32112982869148254
750,train/ownership_loss,0.3200255036354065
760,train/ownership_loss,0.3120623528957367
770,train/ownership_loss,0.32253971695899963
780,train/ownership_loss,0.3223002552986145
790,train/ownership_loss,0.3251262605190277
800,train/ownership_loss,0.3211645483970642
810,train/ownership_loss,0.3266955614089966
820,train/ownership_loss,0.327063649892807
830,train/ownership_loss,0.32355132699012756
840,train/ownership_loss,0.32193875312805176
850,train/ownership_loss,0.3166772723197937
860,train/ownership_loss,0.3182283937931061
870,train/ownership_loss,0.32430967688560486
880,train/ownership_loss,0.3242546319961548
890,train/ownership_loss,0.32948288321495056
900,train/ownership_loss,0.3284417986869812
910,train/ownership_loss,0.3279832899570465
920,train/ownership_loss,0.3165157437324524
930,train/ownership_loss,0.31726276874542236
940,train/ownership_loss,0.31844744086265564
950,train/ownership_loss,0.32140475511550903
960,train/ownership_loss,0.31939342617988586
970,train/ownership_loss,0.3209252655506134
980,train/ownership_loss,0.3286428153514862
990,train/ownership_loss,0.32224249839782715
1000,train/ownership_loss,0.32345879077911377
1010,train/ownership_loss,0.3262830376625061
1020,train/ownership_loss,0.3256075978279114
1030,train/ownership_loss,0.3226451873779297
1040,train/ownership_loss,0.32415857911109924
1050,train/ownership_loss,0.32525449991226196
1060,train/ownership_loss,0.326710045337677
1070,train/ownership_loss,0.3242877125740051
1080,train/ownership_loss,0.3237661123275757
1090,train/ownership_loss,0.3207322359085083
1100,train/ownership_loss,0.3183962106704712
1110,train/ownership_loss,0.3206075429916382
1120,train/ownership_loss,0.31372392177581787
1130,train/ownership_loss,0.32757067680358887
1140,train/ownership_loss,0.3208472430706024
1150,train/ownership_loss,0.3233174681663513
1160,train/ownership_loss,0.32330596446990967
1170,train/ownership_loss,0.31337106227874756
1180,train/ownership_loss,0.3223358988761902
1190,train/ownership_loss,0.3205174207687378
1200,train/ownership_loss,0.31941643357276917
1210,train/ownership_loss,0.3222420811653137
1220,train/ownership_loss,0.31469249725341797
1230,train/ownership_loss,0.32136234641075134
1240,train/ownership_loss,0.32815396785736084
1250,train/ownership_loss,0.32256242632865906
1260,train/ownership_loss,0.32076212763786316
1270,train/ownership_loss,0.33319568634033203
1280,train/ownership_loss,0.31509697437286377
1290,train/ownership_loss,0.3195405900478363
1300,train/ownership_loss,0.31786587834358215
1310,train/ownership_loss,0.32155025005340576
1320,train/ownership_loss,0.3179031312465668
1330,train/ownership_loss,0.3191104829311371
1340,train/ownership_loss,0.30780038237571716
1350,train/ownership_loss,0.3139645457267761
1360,train/ownership_loss,0.3135557770729065
1370,train/ownership_loss,0.3298182189464569
1380,train/ownership_loss,0.3213116228580475
1390,train/ownership_loss,0.323881059885025
1400,train/ownership_loss,0.31624409556388855
1410,train/ownership_loss,0.32817256450653076
1420,train/ownership_loss,0.3181407153606415
1430,train/ownership_loss,0.3203250467777252
1440,train/ownership_loss,0.3229314982891083
1450,train/ownership_loss,0.324278324842453
1460,train/ownership_loss,0.3145897388458252
1470,train/ownership_loss,0.32080167531967163
1480,train/ownership_loss,0.31359532475471497
1490,train/ownership_loss,0.326873779296875
1500,train/ownership_loss,0.32130199670791626
1510,train/ownership_loss,0.31773698329925537
1520,train/ownership_loss,0.32121092081069946
1530,train/ownership_loss,0.3191933035850525
1540,train/ownership_loss,0.3176102042198181
1550,train/ownership_loss,0.3142286241054535
1560,train/ownership_loss,0.31743505597114563
1570,train/ownership_loss,0.3260469138622284
1580,train/ownership_loss,0.3173390328884125
1590,train/ownership_loss,0.32434722781181335
1600,train/ownership_loss,0.32545652985572815
1610,train/ownership_loss,0.30687835812568665
1620,train/ownership_loss,0.32742708921432495
1630,train/ownership_loss,0.31633734703063965
1640,train/ownership_loss,0.3095873296260834
1650,train/ownership_loss,0.3253321349620819
1660,train/ownership_loss,0.3196388781070709
1670,train/ownership_loss,0.32278284430503845
1680,train/ownership_loss,0.3253447115421295
1690,train/ownership_loss,0.3171444237232208
1700,train/ownership_loss,0.3151707947254181
1710,train/ownership_loss,0.3185386061668396
1720,train/ownership_loss,0.3173920810222626
1730,train/ownership_loss,0.31824320554733276
1740,train/ownership_loss,0.3194030523300171
1750,train/ownership_loss,0.315513014793396
1760,train/ownership_loss,0.3207225203514099
1770,train/ownership_loss,0.31406062841415405
1780,train/ownership_loss,0.32629960775375366
1790,train/ownership_loss,0.3200322985649109
1800,train/ownership_loss,0.31946951150894165
1810,train/ownership_loss,0.3280634582042694
1820,train/ownership_loss,0.3098255693912506
1830,train/ownership_loss,0.3168056309223175
1840,train/ownership_loss,0.3246398866176605
1850,train/ownership_loss,0.3146694004535675
1860,train/ownership_loss,0.3257342576980591
1870,train/ownership_loss,0.3121667504310608
1880,train/ownership_loss,0.31208303570747375
1890,train/ownership_loss,0.31536030769348145
1900,train/ownership_loss,0.3160482347011566
1910,train/ownership_loss,0.31552600860595703
1920,train/ownership_loss,0.3157019317150116
1930,train/ownership_loss,0.3247831165790558
1940,train/ownership_loss,0.3132830262184143
1950,train/ownership_loss,0.31137797236442566
1960,train/ownership_loss,0.31728658080101013
1970,train/ownership_loss,0.31724974513053894
1980,train/ownership_loss,0.31246867775917053
1990,train/ownership_loss,0.3100183308124542
2000,train/ownership_loss,0.3291279971599579
2010,train/ownership_loss,0.3170720338821411
2020,train/ownership_loss,0.31448644399642944
2030,train/ownership_loss,0.3181702792644501
2040,train/ownership_loss,0.3251207172870636
2050,train/ownership_loss,0.31452515721321106
2060,train/ownership_loss,0.3083367645740509
2070,train/ownership_loss,0.3218424916267395
2080,train/ownership_loss,0.3203139007091522
2090,train/ownership_loss,0.3153151869773865
2100,train/ownership_loss,0.3166979253292084
2110,train/ownership_loss,0.324321448802948
2120,train/ownership_loss,0.3123152554035187
2130,train/ownership_loss,0.30355003476142883
2140,train/ownership_loss,0.31878355145454407
2150,train/ownership_loss,0.31172534823417664
2160,train/ownership_loss,0.3178444504737854
2170,train/ownership_loss,0.3219221532344818
2180,train/ownership_loss,0.31333354115486145
2190,train/ownership_loss,0.3225073218345642
2200,train/ownership_loss,0.3171723484992981
2210,train/ownership_loss,0.3213977813720703
2220,train/ownership_loss,0.3152770400047302
2230,train/ownership_loss,0.31781092286109924
2240,train/ownership_loss,0.31434640288352966
2250,train/ownership_loss,0.3145577609539032
2260,train/ownership_loss,0.3191749155521393
2270,train/ownership_loss,0.32022175192832947
2280,train/ownership_loss,0.30991441011428833
2290,train/ownership_loss,0.32521548867225647
2300,train/ownership_loss,0.3284337520599365
2310,train/ownership_loss,0.30838125944137573
2320,train/ownership_loss,0.316077321767807
2330,train/ownership_loss,0.3214852213859558
2340,train/ownership_loss,0.31382855772972107
2350,train/ownership_loss,0.3186454772949219
2360,train/ownership_loss,0.3142454922199249
2370,train/ownership_loss,0.31944504380226135
2380,train/ownership_loss,0.3174905776977539
2390,train/ownership_loss,0.3068833649158478
2400,train/ownership_loss,0.3211234211921692
2410,train/ownership_loss,0.3211584985256195
2420,train/ownership_loss,0.31374698877334595
2430,train/ownership_loss,0.3225287199020386
2440,train/ownership_loss,0.3235125243663788
2450,train/ownership_loss,0.3176000416278839
2460,train/ownership_loss,0.3109839856624603
2470,train/ownership_loss,0.31458503007888794
2480,train/ownership_loss,0.31109002232551575
2490,train/ownership_loss,0.31135767698287964
2500,train/ownership_loss,0.3135508596897125
2510,train/ownership_loss,0.3164638876914978
2520,train/ownership_loss,0.3161982297897339
2530,train/ownership_loss,0.31983405351638794
2540,train/ownership_loss,0.3068115711212158
2550,train/ownership_loss,0.3152352571487427
2560,train/ownership_loss,0.31272178888320923
2570,train/ownership_loss,0.3181377947330475
2580,train/ownership_loss,0.3094758093357086
2590,train/ownership_loss,0.3151184022426605
2600,train/ownership_loss,0.3200126588344574
2610,train/ownership_loss,0.3037644624710083
2620,train/ownership_loss,0.30788272619247437
2630,train/ownership_loss,0.311801940202713
2640,train/ownership_loss,0.31468716263771057
2650,train/ownership_loss,0.31655868887901306
2660,train/ownership_loss,0.32092300057411194
2670,train/ownership_loss,0.31219056248664856
2680,train/ownership_loss,0.30446362495422363
2690,train/ownership_loss,0.31596803665161133
2700,train/ownership_loss,0.3146006166934967
2710,train/ownership_loss,0.31312960386276245
2720,train/ownership_loss,0.32136809825897217
2730,train/ownership_loss,0.3153967559337616
2740,train/ownership_loss,0.31386062502861023
2750,train/ownership_loss,0.31128570437431335
2760,train/ownership_loss,0.32356587052345276
2770,train/ownership_loss,0.3221346437931061
2780,train/ownership_loss,0.3123692572116852
2790,train/ownership_loss,0.3097780644893646
2800,train/ownership_loss,0.31502583622932434
2810,train/ownership_loss,0.3033097982406616
2820,train/ownership_loss,0.31867527961730957
2830,train/ownership_loss,0.31391385197639465
2840,train/ownership_loss,0.315973162651062
2850,train/ownership_loss,0.31417158246040344
2860,train/ownership_loss,0.32079505920410156
2870,train/ownership_loss,0.3052041828632355
2880,train/ownership_loss,0.31357312202453613
2890,train/ownership_loss,0.31856870651245117
2900,train/ownership_loss,0.31761378049850464
2910,train/ownership_loss,0.309763640165329
2920,train/ownership_loss,0.31187495589256287
2930,train/ownership_loss,0.3053234815597534
2940,train/ownership_loss,0.31395187973976135
2950,train/ownership_loss,0.32183578610420227
2960,train/ownership_loss,0.31168216466903687
2970,train/ownership_loss,0.3108426332473755
2980,train/ownership_loss,0.32388749718666077
2990,train/ownership_loss,0.3132113814353943
3000,train/ownership_loss,0.31146788597106934
3010,train/ownership_loss,0.317458838224411
3020,train/ownership_loss,0.307242751121521
3030,train/ownership_loss,0.31703078746795654
3040,train/ownership_loss,0.3127405047416687
3050,train/ownership_loss,0.30951493978500366
3060,train/ownership_loss,0.31031253933906555
3070,train/ownership_loss,0.3175324499607086
3080,train/ownership_loss,0.30812308192253113
3090,train/ownership_loss,0.3104996383190155
3100,train/ownership_loss,0.3074486553668976
3110,train/ownership_loss,0.3071866035461426
3120,train/ownership_loss,0.31490933895111084
3130,train/ownership_loss,0.31146907806396484
3140,train/ownership_loss,0.31263983249664307
3150,train/ownership_loss,0.3112873435020447
3160,train/ownership_loss,0.3093576729297638
3170,train/ownership_loss,0.3116314709186554
3180,train/ownership_loss,0.3062405586242676
3190,train/ownership_loss,0.3123781681060791
3200,train/ownership_loss,0.3076426684856415
3210,train/ownership_loss,0.31411290168762207
3220,train/ownership_loss,0.30916422605514526
3230,train/ownership_loss,0.3042832016944885
3240,train/ownership_loss,0.3100619316101074
3250,train/ownership_loss,0.3117015063762665
3260,train/ownership_loss,0.31674307584762573
3270,train/ownership_loss,0.31103992462158203
3280,train/ownership_loss,0.3088296949863434
3290,train/ownership_loss,0.31769657135009766
3300,train/ownership_loss,0.31625476479530334
3310,train/ownership_loss,0.30715689063072205
3320,train/ownership_loss,0.314079225063324
3330,train/ownership_loss,0.3143683671951294
3340,train/ownership_loss,0.3051259219646454
3350,train/ownership_loss,0.30435910820961
3360,train/ownership_loss,0.30161839723587036
3370,train/ownership_loss,0.30775150656700134
3380,train/ownership_loss,0.3147963583469391
3390,train/ownership_loss,0.3105032742023468
3400,train/ownership_loss,0.3126924932003021
3410,train/ownership_loss,0.30675008893013
3420,train/ownership_loss,0.3089413046836853
3430,train/ownership_loss,0.30760446190834045
3440,train/ownership_loss,0.31032654643058777
3450,train/ownership_loss,0.30519551038742065
3460,train/ownership_loss,0.3128200173377991
3470,train/ownership_loss,0.3049394190311432
3480,train/ownership_loss,0.31061795353889465
3490,train/ownership_loss,0.3135083019733429
3500,train/ownership_loss,0.30588167905807495
3510,train/ownership_loss,0.3120899796485901
3520,train/ownership_loss,0.3107801079750061
3530,train/ownership_loss,0.3102470934391022
3540,train/ownership_loss,0.3110586702823639
3550,train/ownership_loss,0.30458757281303406
3560,train/ownership_loss,0.2982487976551056
3570,train/ownership_loss,0.3068227171897888
3580,train/ownership_loss,0.3101441264152527
3590,train/ownership_loss,0.3054630756378174
3600,train/ownership_loss,0.3101714253425598
3610,train/ownership_loss,0.303477019071579
3620,train/ownership_loss,0.3059517443180084
3630,train/ownership_loss,0.310224711894989
3640,train/ownership_loss,0.2964392900466919
3650,train/ownership_loss,0.3094650208950043
3660,train/ownership_loss,0.3140621781349182
3670,train/ownership_loss,0.30809980630874634
3680,train/ownership_loss,0.3051525950431824
3690,train/ownership_loss,0.3046826124191284
3700,train/ownership_loss,0.3073694407939911
3710,train/ownership_loss,0.30762428045272827
3720,train/ownership_loss,0.30019938945770264
3730,train/ownership_loss,0.3092668652534485
3740,train/ownership_loss,0.2996435761451721
3750,train/ownership_loss,0.30561134219169617
3760,train/ownership_loss,0.3097761273384094
3770,train/ownership_loss,0.3102504312992096
3780,train/ownership_loss,0.3080931305885315
3790,train/ownership_loss,0.30568262934684753
3800,train/ownership_loss,0.3065456748008728
3810,train/ownership_loss,0.30720317363739014
3820,train/ownership_loss,0.3106745779514313
3830,train/ownership_loss,0.30480796098709106
3840,train/ownership_loss,0.30496644973754883
3850,train/ownership_loss,0.31135690212249756
3860,train/ownership_loss,0.3139232099056244
3870,train/ownership_loss,0.31388789415359497
3880,train/ownership_loss,0.31098324060440063
3890,train/ownership_loss,0.30725470185279846
3900,train/ownership_loss,0.3049775958061218
3910,train/ownership_loss,0.30751481652259827
3920,train/ownership_loss,0.3119875192642212
3930,train/ownership_loss,0.3090199828147888
3940,train/ownership_loss,0.3070627748966217
3950,train/ownership_loss,0.30533722043037415
3960,train/ownership_loss,0.3175806403160095
3970,train/ownership_loss,0.3006574511528015
3980,train/ownership_loss,0.31115657091140747
3990,train/ownership_loss,0.308804988861084
4000,train/ownership_loss,0.31113386154174805
4010,train/ownership_loss,0.3071072995662689
4020,train/ownership_loss,0.30826765298843384
4030,train/ownership_loss,0.3098818361759186
4040,train/ownership_loss,0.3023780286312103
4050,train/ownership_loss,0.3043942153453827
4060,train/ownership_loss,0.3025934100151062
4070,train/ownership_loss,0.3215477764606476
4080,train/ownership_loss,0.3118268847465515
4090,train/ownership_loss,0.31548449397087097
4100,train/ownership_loss,0.30037182569503784
4110,train/ownership_loss,0.305146187543869
4120,train/ownership_loss,0.3021271228790283
4130,train/ownership_loss,0.2998121380805969
4140,train/ownership_loss,0.31397756934165955
4150,train/ownership_loss,0.30249738693237305
4160,train/ownership_loss,0.30557218194007874
4170,train/ownership_loss,0.3045196235179901
4180,train/ownership_loss,0.3003002107143402
4190,train/ownership_loss,0.30510327219963074
4200,train/ownership_loss,0.30664193630218506
4210,train/ownership_loss,0.3034011125564575
4220,train/ownership_loss,0.3073418140411377
4230,train/ownership_loss,0.30745068192481995
4240,train/ownership_loss,0.31138843297958374
4250,train/ownership_loss,0.31190934777259827
4260,train/ownership_loss,0.3043726980686188
4270,train/ownership_loss,0.2978798449039459
4280,train/ownership_loss,0.30629196763038635
4290,train/ownership_loss,0.3115468919277191
4300,train/ownership_loss,0.3050231337547302
4310,train/ownership_loss,0.3067626655101776
4320,train/ownership_loss,0.31142953038215637
4330,train/ownership_loss,0.3031214475631714
4340,train/ownership_loss,0.3133513033390045
4350,train/ownership_loss,0.30445238947868347
4360,train/ownership_loss,0.30501189827919006
4370,train/ownership_loss,0.31226199865341187
4380,train/ownership_loss,0.3055894076824188
4390,train/ownership_loss,0.3096555173397064
4400,train/ownership_loss,0.31646889448165894
4410,train/ownership_loss,0.3000379502773285
4420,train/ownership_loss,0.3103335499763489
4430,train/ownership_loss,0.30400553345680237
4440,train/ownership_loss,0.3110214173793793
4450,train/ownership_loss,0.30466774106025696
4460,train/ownership_loss,0.3045511841773987
4470,train/ownership_loss,0.30640560388565063
4480,train/ownership_loss,0.3055002987384796
4490,train/ownership_loss,0.3018309772014618
4500,train/ownership_loss,0.3091702461242676
4510,train/ownership_loss,0.2985357940196991
4520,train/ownership_loss,0.30470362305641174
4530,train/ownership_loss,0.30229172110557556
4540,train/ownership_loss,0.3102875351905823
4550,train/ownership_loss,0.3008543848991394
4560,train/ownership_loss,0.30096563696861267
4570,train/ownership_loss,0.3115302324295044
4580,train/ownership_loss,0.3111608624458313
4590,train/ownership_loss,0.30598634481430054
4600,train/ownership_loss,0.3083413541316986
4610,train/ownership_loss,0.306442528963089
4620,train/ownership_loss,0.30332815647125244
