step_or_iteration,tag,value
5760,train/total_loss,3.0409107208251953
5770,train/total_loss,2.90968656539917
5780,train/total_loss,3.033365249633789
5790,train/total_loss,3.0220041275024414
5800,train/total_loss,2.9611382484436035
5810,train/total_loss,2.9934897422790527
5820,train/total_loss,3.091073751449585
5830,train/total_loss,2.9521970748901367
5840,train/total_loss,3.009530544281006
5850,train/total_loss,2.9653801918029785
5860,train/total_loss,2.9483203887939453
5870,train/total_loss,3.143517017364502
5880,train/total_loss,3.092533826828003
5890,train/total_loss,2.9673454761505127
5900,train/total_loss,2.966557741165161
5910,train/total_loss,3.0421018600463867
5920,train/total_loss,3.0124423503875732
5930,train/total_loss,2.9878814220428467
5940,train/total_loss,3.021223306655884
5950,train/total_loss,3.085967779159546
5960,train/total_loss,3.0635621547698975
5970,train/total_loss,2.971970319747925
5980,train/total_loss,2.968428134918213
5990,train/total_loss,2.9829256534576416
6000,train/total_loss,2.990813732147217
6010,train/total_loss,3.084686040878296
6020,train/total_loss,3.0273149013519287
6030,train/total_loss,3.051812171936035
6040,train/total_loss,3.0502994060516357
6050,train/total_loss,2.9818575382232666
6060,train/total_loss,2.9567906856536865
6070,train/total_loss,3.15030574798584
6080,train/total_loss,3.0746381282806396
6090,train/total_loss,3.1158294677734375
6100,train/total_loss,3.0190818309783936
6110,train/total_loss,3.047227144241333
6120,train/total_loss,3.1030232906341553
6130,train/total_loss,2.9704720973968506
6140,train/total_loss,2.990518569946289
6150,train/total_loss,3.067467451095581
6160,train/total_loss,2.940873861312866
6170,train/total_loss,2.8956282138824463
6180,train/total_loss,3.0098648071289062
6190,train/total_loss,3.09352707862854
6200,train/total_loss,2.968362808227539
6210,train/total_loss,3.002963066101074
6220,train/total_loss,3.0370566844940186
6230,train/total_loss,3.064258098602295
6240,train/total_loss,2.9779179096221924
6250,train/total_loss,3.033261775970459
6260,train/total_loss,3.000976324081421
6270,train/total_loss,3.005831241607666
6280,train/total_loss,3.008044719696045
6290,train/total_loss,3.098781108856201
6300,train/total_loss,3.0134289264678955
6310,train/total_loss,3.0176968574523926
6320,train/total_loss,2.9342238903045654
6330,train/total_loss,3.01259446144104
6340,train/total_loss,3.0418860912323
6350,train/total_loss,3.0010628700256348
6360,train/total_loss,3.1077001094818115
6370,train/total_loss,3.097442388534546
6380,train/total_loss,2.9956977367401123
6390,train/total_loss,2.9865000247955322
6400,train/total_loss,3.1283247470855713
6410,train/total_loss,3.028191089630127
6420,train/total_loss,2.9880993366241455
6430,train/total_loss,2.976356267929077
6440,train/total_loss,3.039077043533325
6450,train/total_loss,3.032099723815918
6460,train/total_loss,3.0549042224884033
6470,train/total_loss,2.964364528656006
6480,train/total_loss,2.962306022644043
6490,train/total_loss,2.9585673809051514
6500,train/total_loss,3.1028361320495605
6510,train/total_loss,3.024219512939453
6520,train/total_loss,2.901249885559082
6530,train/total_loss,2.9759817123413086
6540,train/total_loss,2.9556758403778076
6550,train/total_loss,2.9686574935913086
6560,train/total_loss,3.0082125663757324
6570,train/total_loss,3.098968982696533
6580,train/total_loss,3.0259463787078857
6590,train/total_loss,2.915987014770508
6600,train/total_loss,2.9878008365631104
6610,train/total_loss,3.06437611579895
6620,train/total_loss,3.0328733921051025
6630,train/total_loss,3.0493979454040527
6640,train/total_loss,2.991260051727295
6650,train/total_loss,3.0395429134368896
6660,train/total_loss,3.0478172302246094
6670,train/total_loss,3.098820924758911
6680,train/total_loss,3.0813815593719482
6690,train/total_loss,3.0282721519470215
6700,train/total_loss,3.0616836547851562
6710,train/total_loss,3.072974681854248
6720,train/total_loss,3.0098187923431396
6730,train/total_loss,3.0563244819641113
6740,train/total_loss,3.1229453086853027
6750,train/total_loss,2.878549098968506
6760,train/total_loss,3.037022113800049
6770,train/total_loss,3.2317378520965576
6780,train/total_loss,3.072953224182129
6790,train/total_loss,3.050757884979248
6800,train/total_loss,2.93060564994812
6810,train/total_loss,3.0615792274475098
6820,train/total_loss,2.938232660293579
6830,train/total_loss,3.024531841278076
6840,train/total_loss,3.0816752910614014
6850,train/total_loss,2.960787057876587
6860,train/total_loss,2.942716360092163
6870,train/total_loss,3.0935797691345215
6880,train/total_loss,2.991157054901123
6890,train/total_loss,3.0861635208129883
6900,train/total_loss,2.9145350456237793
6910,train/total_loss,3.0040509700775146
6920,train/total_loss,3.0180985927581787
6930,train/total_loss,2.8758554458618164
6940,train/total_loss,2.969953775405884
6950,train/total_loss,3.0271804332733154
6960,train/total_loss,3.0751962661743164
6970,train/total_loss,3.0353760719299316
6980,train/total_loss,3.0525026321411133
6990,train/total_loss,2.9142556190490723
7000,train/total_loss,3.047013282775879
7010,train/total_loss,3.037226438522339
7020,train/total_loss,3.0005295276641846
7030,train/total_loss,2.9418861865997314
7040,train/total_loss,3.158597707748413
7050,train/total_loss,2.91801381111145
7060,train/total_loss,3.0331759452819824
7070,train/total_loss,2.9847288131713867
7080,train/total_loss,2.894054889678955
7090,train/total_loss,2.9618093967437744
7100,train/total_loss,2.9184467792510986
7110,train/total_loss,2.9766533374786377
7120,train/total_loss,2.998546838760376
7130,train/total_loss,3.0162880420684814
7140,train/total_loss,2.9896137714385986
7150,train/total_loss,3.0083656311035156
7160,train/total_loss,2.9900705814361572
7170,train/total_loss,2.973978281021118
7180,train/total_loss,2.95074200630188
7190,train/total_loss,2.9842305183410645
7200,train/total_loss,3.102959632873535
7210,train/total_loss,3.0433382987976074
7220,train/total_loss,2.8966870307922363
7230,train/total_loss,3.0761890411376953
7240,train/total_loss,3.0174436569213867
7250,train/total_loss,2.988152027130127
7260,train/total_loss,2.9777181148529053
7270,train/total_loss,2.9351956844329834
7280,train/total_loss,3.02121639251709
7290,train/total_loss,2.905235528945923
7300,train/total_loss,2.932429790496826
7310,train/total_loss,2.8967597484588623
7320,train/total_loss,2.992149591445923
7330,train/total_loss,3.0420961380004883
7340,train/total_loss,2.900296688079834
7350,train/total_loss,3.042365550994873
7360,train/total_loss,2.9379637241363525
7370,train/total_loss,2.951519012451172
7380,train/total_loss,3.0211021900177
7390,train/total_loss,3.0734832286834717
7400,train/total_loss,2.994493007659912
7410,train/total_loss,3.011984348297119
7420,train/total_loss,3.026679754257202
7430,train/total_loss,2.9021573066711426
7440,train/total_loss,3.03106427192688
7450,train/total_loss,2.9503824710845947
7460,train/total_loss,3.0272216796875
7470,train/total_loss,2.9648220539093018
7480,train/total_loss,3.0703279972076416
7490,train/total_loss,2.9857842922210693
7500,train/total_loss,2.842097520828247
7510,train/total_loss,3.0683796405792236
7520,train/total_loss,3.031459093093872
7530,train/total_loss,3.063232183456421
7540,train/total_loss,3.049332618713379
7550,train/total_loss,2.988868236541748
7560,train/total_loss,2.93350887298584
7570,train/total_loss,3.038759708404541
7580,train/total_loss,2.846592664718628
7590,train/total_loss,2.9432461261749268
7600,train/total_loss,2.998419761657715
7610,train/total_loss,3.0104992389678955
7620,train/total_loss,2.9634335041046143
7630,train/total_loss,3.008274793624878
7640,train/total_loss,2.960038900375366
7650,train/total_loss,2.974004030227661
7660,train/total_loss,3.0064752101898193
7670,train/total_loss,3.0741121768951416
7680,train/total_loss,2.9691321849823
7690,train/total_loss,2.976733922958374
7700,train/total_loss,2.987543821334839
7710,train/total_loss,2.968595027923584
7720,train/total_loss,2.867777109146118
7730,train/total_loss,2.9367892742156982
7740,train/total_loss,3.0574302673339844
7750,train/total_loss,2.9663679599761963
7760,train/total_loss,3.053022623062134
7770,train/total_loss,2.988799571990967
7780,train/total_loss,3.043466806411743
7790,train/total_loss,3.0678486824035645
7800,train/total_loss,2.979877233505249
7810,train/total_loss,2.899568557739258
7820,train/total_loss,3.028249740600586
7830,train/total_loss,2.9048941135406494
7840,train/total_loss,3.039228916168213
7850,train/total_loss,2.8821072578430176
7860,train/total_loss,3.0240108966827393
7870,train/total_loss,2.991037130355835
7880,train/total_loss,2.9906890392303467
7890,train/total_loss,2.9504873752593994
7900,train/total_loss,3.0472989082336426
7910,train/total_loss,3.031968832015991
7920,train/total_loss,2.831583261489868
7930,train/total_loss,2.9386188983917236
7940,train/total_loss,2.967885732650757
7950,train/total_loss,2.886197805404663
7960,train/total_loss,2.866746664047241
7970,train/total_loss,3.011096239089966
7980,train/total_loss,2.913747549057007
7990,train/total_loss,2.9243884086608887
8000,train/total_loss,3.044430732727051
8010,train/total_loss,2.8737833499908447
8020,train/total_loss,2.945012092590332
8030,train/total_loss,3.084144115447998
8040,train/total_loss,2.875044822692871
8050,train/total_loss,2.9222335815429688
8060,train/total_loss,2.9657421112060547
8070,train/total_loss,3.0343456268310547
8080,train/total_loss,2.9398999214172363
8090,train/total_loss,3.050990581512451
8100,train/total_loss,2.914092540740967
8110,train/total_loss,2.9942679405212402
8120,train/total_loss,2.9204440116882324
8130,train/total_loss,3.0317211151123047
8140,train/total_loss,2.90334153175354
8150,train/total_loss,2.9308202266693115
8160,train/total_loss,2.9877097606658936
8170,train/total_loss,2.923018217086792
8180,train/total_loss,2.967891216278076
8190,train/total_loss,2.9723377227783203
8200,train/total_loss,2.9259073734283447
8210,train/total_loss,2.9357407093048096
8220,train/total_loss,2.957160711288452
8230,train/total_loss,2.965913772583008
8240,train/total_loss,3.096912384033203
8250,train/total_loss,2.952399492263794
8260,train/total_loss,2.828361988067627
8270,train/total_loss,2.995056390762329
8280,train/total_loss,2.958132743835449
8290,train/total_loss,2.9599575996398926
8300,train/total_loss,2.9482529163360596
8310,train/total_loss,3.0341949462890625
8320,train/total_loss,3.009462594985962
8330,train/total_loss,2.956683874130249
8340,train/total_loss,2.8548965454101562
8350,train/total_loss,2.899852752685547
8360,train/total_loss,2.9673688411712646
8370,train/total_loss,2.959916114807129
8380,train/total_loss,2.8927536010742188
8390,train/total_loss,2.858657121658325
8400,train/total_loss,2.8921680450439453
8410,train/total_loss,2.9755544662475586
8420,train/total_loss,3.1003270149230957
8430,train/total_loss,2.9914393424987793
8440,train/total_loss,3.0339510440826416
8450,train/total_loss,2.819565534591675
8460,train/total_loss,2.8790090084075928
8470,train/total_loss,2.9835104942321777
8480,train/total_loss,2.9625229835510254
8490,train/total_loss,2.9794816970825195
8500,train/total_loss,2.9241623878479004
8510,train/total_loss,3.0577402114868164
8520,train/total_loss,3.094517469406128
8530,train/total_loss,3.053893804550171
8540,train/total_loss,2.8933799266815186
8550,train/total_loss,2.837421417236328
8560,train/total_loss,3.1054129600524902
8570,train/total_loss,3.0054636001586914
8580,train/total_loss,2.9582669734954834
8590,train/total_loss,3.058823823928833
8600,train/total_loss,2.91117525100708
8610,train/total_loss,2.99487566947937
8620,train/total_loss,2.963310718536377
8630,train/total_loss,2.985240936279297
8640,train/total_loss,2.9762110710144043
8650,train/total_loss,2.990342378616333
8660,train/total_loss,3.0050745010375977
8670,train/total_loss,2.949740171432495
8680,train/total_loss,2.983973979949951
8690,train/total_loss,2.908332347869873
8700,train/total_loss,3.058217763900757
8710,train/total_loss,2.9342143535614014
8720,train/total_loss,2.9884419441223145
8730,train/total_loss,2.9408483505249023
8740,train/total_loss,2.9612364768981934
8750,train/total_loss,2.9658548831939697
8760,train/total_loss,2.9492220878601074
8770,train/total_loss,2.959045648574829
8780,train/total_loss,2.9350407123565674
8790,train/total_loss,2.9701619148254395
8800,train/total_loss,2.9558963775634766
8810,train/total_loss,2.9345686435699463
8820,train/total_loss,2.8568592071533203
8830,train/total_loss,2.9957292079925537
8840,train/total_loss,3.0153391361236572
8850,train/total_loss,2.9024596214294434
8860,train/total_loss,2.9310216903686523
8870,train/total_loss,2.891064405441284
8880,train/total_loss,3.054973602294922
8890,train/total_loss,3.05973219871521
8900,train/total_loss,2.9573137760162354
8910,train/total_loss,3.084954261779785
8920,train/total_loss,2.994234561920166
8930,train/total_loss,2.67679500579834
8940,train/total_loss,2.994286298751831
8950,train/total_loss,2.9519619941711426
8960,train/total_loss,2.9308135509490967
8970,train/total_loss,2.9671878814697266
8980,train/total_loss,3.0002386569976807
8990,train/total_loss,2.961385726928711
9000,train/total_loss,2.9156458377838135
9010,train/total_loss,2.873990058898926
9020,train/total_loss,3.013023614883423
9030,train/total_loss,2.984699010848999
9040,train/total_loss,2.975287675857544
9050,train/total_loss,3.0413002967834473
9060,train/total_loss,2.921319007873535
9070,train/total_loss,3.0395586490631104
9080,train/total_loss,2.9659149646759033
9090,train/total_loss,2.888814687728882
9100,train/total_loss,3.016371965408325
9110,train/total_loss,2.971548080444336
9120,train/total_loss,2.9769532680511475
9130,train/total_loss,3.0285654067993164
9140,train/total_loss,2.968048095703125
9150,train/total_loss,2.8854546546936035
9160,train/total_loss,2.945221185684204
9170,train/total_loss,2.9341025352478027
9180,train/total_loss,3.0438294410705566
9190,train/total_loss,2.9992620944976807
9200,train/total_loss,2.8577568531036377
9210,train/total_loss,2.8999273777008057
9220,train/total_loss,2.9601356983184814
9230,train/total_loss,2.9581971168518066
9240,train/total_loss,2.96700382232666
9250,train/total_loss,3.021955728530884
9260,train/total_loss,2.9350781440734863
9270,train/total_loss,2.9667630195617676
9280,train/total_loss,2.9363701343536377
9290,train/total_loss,2.907846212387085
9300,train/total_loss,3.066038131713867
9310,train/total_loss,2.921315908432007
9320,train/total_loss,2.999319314956665
9330,train/total_loss,2.97530198097229
9340,train/total_loss,2.970860242843628
9350,train/total_loss,3.0233941078186035
9360,train/total_loss,2.951667547225952
9370,train/total_loss,2.9148659706115723
9380,train/total_loss,2.854778289794922
9390,train/total_loss,2.882230520248413
9400,train/total_loss,2.953739643096924
9410,train/total_loss,2.9520132541656494
9420,train/total_loss,2.9720921516418457
9430,train/total_loss,2.953493595123291
9440,train/total_loss,2.8888344764709473
9450,train/total_loss,2.9735214710235596
9460,train/total_loss,2.8273894786834717
9470,train/total_loss,2.9783473014831543
9480,train/total_loss,2.9911108016967773
9490,train/total_loss,3.0281357765197754
9500,train/total_loss,2.979531764984131
9510,train/total_loss,3.0035157203674316
9520,train/total_loss,3.0221195220947266
9530,train/total_loss,2.954393148422241
9540,train/total_loss,2.921552896499634
9550,train/total_loss,3.03554105758667
9560,train/total_loss,2.880295753479004
9570,train/total_loss,2.903139591217041
9580,train/total_loss,2.963470935821533
9590,train/total_loss,3.065124273300171
9600,train/total_loss,2.8828842639923096
9610,train/total_loss,2.9219274520874023
9620,train/total_loss,2.9658167362213135
9630,train/total_loss,2.971680164337158
9640,train/total_loss,2.9127631187438965
9650,train/total_loss,2.978306770324707
9660,train/total_loss,3.1077516078948975
9670,train/total_loss,2.988481044769287
9680,train/total_loss,2.9627649784088135
9690,train/total_loss,2.9353322982788086
9700,train/total_loss,2.93699049949646
9710,train/total_loss,3.064502477645874
9720,train/total_loss,2.9523563385009766
9730,train/total_loss,2.966569185256958
9740,train/total_loss,2.811126232147217
9750,train/total_loss,2.901596784591675
9760,train/total_loss,2.8553147315979004
9770,train/total_loss,2.987996816635132
9780,train/total_loss,2.9195141792297363
9790,train/total_loss,2.962409734725952
9800,train/total_loss,2.888162612915039
9810,train/total_loss,3.0765042304992676
9820,train/total_loss,2.958482265472412
9830,train/total_loss,2.963512897491455
9840,train/total_loss,2.899839162826538
9850,train/total_loss,2.9693307876586914
9860,train/total_loss,2.975123167037964
9870,train/total_loss,2.929941177368164
9880,train/total_loss,2.8904995918273926
9890,train/total_loss,2.9280905723571777
9900,train/total_loss,3.0624752044677734
9910,train/total_loss,3.096461296081543
9920,train/total_loss,2.9487833976745605
9930,train/total_loss,2.997123956680298
9940,train/total_loss,2.9034440517425537
9950,train/total_loss,2.971891164779663
9960,train/total_loss,2.9564146995544434
9970,train/total_loss,2.887511730194092
9980,train/total_loss,3.0618481636047363
9990,train/total_loss,2.969424247741699
10000,train/total_loss,2.912717342376709
10010,train/total_loss,2.8095312118530273
10020,train/total_loss,2.9745123386383057
10030,train/total_loss,2.9130165576934814
10040,train/total_loss,2.9339547157287598
10050,train/total_loss,3.024442434310913
10060,train/total_loss,2.9540581703186035
10070,train/total_loss,2.9682600498199463
10080,train/total_loss,2.8987269401550293
10090,train/total_loss,2.9565253257751465
10100,train/total_loss,3.0018489360809326
10110,train/total_loss,2.9776666164398193
10120,train/total_loss,3.093111038208008
10130,train/total_loss,3.0342607498168945
10140,train/total_loss,2.939633846282959
10150,train/total_loss,2.9739630222320557
10160,train/total_loss,3.0832762718200684
10170,train/total_loss,2.962106227874756
10180,train/total_loss,2.996236801147461
10190,train/total_loss,3.0138871669769287
10200,train/total_loss,2.9908978939056396
10210,train/total_loss,3.006249189376831
10220,train/total_loss,2.9268691539764404
10230,train/total_loss,2.8632426261901855
10240,train/total_loss,2.920773983001709
10250,train/total_loss,3.0139098167419434
10260,train/total_loss,3.0314149856567383
10270,train/total_loss,2.9248955249786377
10280,train/total_loss,2.922605276107788
10290,train/total_loss,2.9164464473724365
10300,train/total_loss,2.9229893684387207
10310,train/total_loss,2.9502923488616943
10320,train/total_loss,2.8967127799987793
10330,train/total_loss,2.848935604095459
10340,train/total_loss,3.05857253074646
10350,train/total_loss,3.148087978363037
10360,train/total_loss,2.92873215675354
10370,train/total_loss,2.969409942626953
10380,train/total_loss,2.936971426010132
10390,train/total_loss,2.855274200439453
10400,train/total_loss,2.9176487922668457
10410,train/total_loss,2.9786276817321777
10420,train/total_loss,2.987455368041992
10430,train/total_loss,2.9621970653533936
10440,train/total_loss,3.021836996078491
10450,train/total_loss,2.9400038719177246
10460,train/total_loss,2.9647631645202637
10470,train/total_loss,2.9898154735565186
10480,train/total_loss,2.800870180130005
10490,train/total_loss,3.0794191360473633
10500,train/total_loss,2.9875388145446777
10510,train/total_loss,3.015716314315796
10520,train/total_loss,2.996577501296997
10530,train/total_loss,2.9081943035125732
10540,train/total_loss,2.857769727706909
10550,train/total_loss,2.853208065032959
10560,train/total_loss,2.9514687061309814
10570,train/total_loss,2.9912867546081543
10580,train/total_loss,2.99880051612854
10590,train/total_loss,3.054452657699585
10600,train/total_loss,2.875612258911133
10610,train/total_loss,3.0695276260375977
10620,train/total_loss,2.861330509185791
10630,train/total_loss,3.0845577716827393
10640,train/total_loss,3.121243476867676
10650,train/total_loss,3.027223825454712
10660,train/total_loss,3.076352596282959
10670,train/total_loss,3.0146899223327637
10680,train/total_loss,2.8888630867004395
10690,train/total_loss,3.093463897705078
10700,train/total_loss,2.97668719291687
10710,train/total_loss,2.96628475189209
10720,train/total_loss,3.0301249027252197
10730,train/total_loss,2.9058053493499756
10740,train/total_loss,3.032170534133911
10750,train/total_loss,3.033172607421875
10760,train/total_loss,3.059347152709961
10770,train/total_loss,2.968352794647217
10780,train/total_loss,2.96885085105896
10790,train/total_loss,2.9845497608184814
10800,train/total_loss,2.918333053588867
10810,train/total_loss,2.8842380046844482
10820,train/total_loss,3.1321780681610107
10830,train/total_loss,3.0029380321502686
10840,train/total_loss,2.9486193656921387
10850,train/total_loss,2.9315743446350098
10860,train/total_loss,3.035686731338501
10870,train/total_loss,3.0200536251068115
10880,train/total_loss,2.9956188201904297
10890,train/total_loss,2.9799439907073975
10900,train/total_loss,2.9376566410064697
10910,train/total_loss,2.9427711963653564
10920,train/total_loss,2.959245443344116
10930,train/total_loss,2.891482353210449
10940,train/total_loss,2.8924636840820312
10950,train/total_loss,2.9287025928497314
10960,train/total_loss,2.957672357559204
10970,train/total_loss,2.975771188735962
10980,train/total_loss,2.8828136920928955
10990,train/total_loss,2.99961519241333
11000,train/total_loss,2.9300479888916016
11010,train/total_loss,2.795212984085083
11020,train/total_loss,2.9006428718566895
11030,train/total_loss,2.968905210494995
11040,train/total_loss,2.918050527572632
11050,train/total_loss,2.967165470123291
11060,train/total_loss,3.067274332046509
11070,train/total_loss,2.94173002243042
11080,train/total_loss,3.0004239082336426
11090,train/total_loss,2.9824748039245605
11100,train/total_loss,2.952117919921875
11110,train/total_loss,3.045308828353882
11120,train/total_loss,3.129091262817383
11130,train/total_loss,2.9257731437683105
11140,train/total_loss,3.0144007205963135
11150,train/total_loss,3.1451573371887207
11160,train/total_loss,3.123915672302246
11170,train/total_loss,2.9992151260375977
11180,train/total_loss,3.011094331741333
11190,train/total_loss,2.942070484161377
11200,train/total_loss,3.0545806884765625
11210,train/total_loss,3.0689711570739746
11220,train/total_loss,2.904489040374756
11230,train/total_loss,3.049189329147339
11240,train/total_loss,3.0740392208099365
11250,train/total_loss,2.9361512660980225
11260,train/total_loss,2.8816399574279785
11270,train/total_loss,2.845974922180176
11280,train/total_loss,2.933093547821045
11290,train/total_loss,3.0195839405059814
11300,train/total_loss,2.9081034660339355
11310,train/total_loss,3.065962553024292
11320,train/total_loss,2.894984006881714
11330,train/total_loss,2.9471447467803955
11340,train/total_loss,3.0430452823638916
11350,train/total_loss,3.0187864303588867
11360,train/total_loss,3.005286455154419
11370,train/total_loss,2.925198554992676
11380,train/total_loss,2.956136465072632
11390,train/total_loss,2.9734699726104736
11400,train/total_loss,2.9436428546905518
11410,train/total_loss,2.989558219909668
11420,train/total_loss,3.0606601238250732
11430,train/total_loss,2.967041254043579
11440,train/total_loss,2.939617395401001
11450,train/total_loss,2.8832154273986816
11460,train/total_loss,2.885087490081787
11470,train/total_loss,3.037102222442627
11480,train/total_loss,2.9561824798583984
11490,train/total_loss,2.8673095703125
11500,train/total_loss,3.0630998611450195
11510,train/total_loss,2.932795763015747
11520,train/total_loss,2.934422016143799
11530,train/total_loss,2.9859654903411865
11540,train/total_loss,2.9357211589813232
11550,train/total_loss,2.970620632171631
11560,train/total_loss,2.99996018409729
11570,train/total_loss,3.019190788269043
11580,train/total_loss,3.000288963317871
11590,train/total_loss,2.966705799102783
11600,train/total_loss,3.0101144313812256
11610,train/total_loss,2.967777729034424
11620,train/total_loss,2.9221246242523193
11630,train/total_loss,2.9481277465820312
10,train/value_loss,0.547019362449646
20,train/value_loss,0.48241278529167175
30,train/value_loss,0.36175715923309326
40,train/value_loss,0.3452491760253906
50,train/value_loss,0.3536222577095032
60,train/value_loss,0.30461567640304565
70,train/value_loss,0.22652068734169006
80,train/value_loss,0.32829612493515015
90,train/value_loss,0.3387678861618042
100,train/value_loss,0.2898712456226349
110,train/value_loss,0.2806948721408844
120,train/value_loss,0.27218157052993774
130,train/value_loss,0.28322601318359375
140,train/value_loss,0.2502325177192688
150,train/value_loss,0.2594110369682312
160,train/value_loss,0.27931177616119385
170,train/value_loss,0.24916186928749084
180,train/value_loss,0.2633344829082489
190,train/value_loss,0.2795608639717102
200,train/value_loss,0.27780312299728394
210,train/value_loss,0.2764224708080292
220,train/value_loss,0.2825908660888672
230,train/value_loss,0.28465038537979126
240,train/value_loss,0.2881600260734558
250,train/value_loss,0.27023547887802124
260,train/value_loss,0.2860645055770874
270,train/value_loss,0.29653042554855347
280,train/value_loss,0.28890520334243774
290,train/value_loss,0.29587501287460327
300,train/value_loss,0.26664960384368896
310,train/value_loss,0.2611297070980072
320,train/value_loss,0.2640625536441803
330,train/value_loss,0.27336201071739197
340,train/value_loss,0.2522051930427551
350,train/value_loss,0.2519039511680603
360,train/value_loss,0.28884372115135193
370,train/value_loss,0.2786444425582886
380,train/value_loss,0.2636248469352722
390,train/value_loss,0.281258225440979
400,train/value_loss,0.2682401239871979
410,train/value_loss,0.28500840067863464
420,train/value_loss,0.32927078008651733
430,train/value_loss,0.2862164080142975
440,train/value_loss,0.30164048075675964
450,train/value_loss,0.3077840209007263
460,train/value_loss,0.3036995232105255
470,train/value_loss,0.29438599944114685
480,train/value_loss,0.30912843346595764
490,train/value_loss,0.2825752794742584
500,train/value_loss,0.2952116131782532
510,train/value_loss,0.3224198818206787
520,train/value_loss,0.2909888029098511
530,train/value_loss,0.3086544871330261
540,train/value_loss,0.2853110432624817
550,train/value_loss,0.269604355096817
560,train/value_loss,0.28611448407173157
570,train/value_loss,0.2819555401802063
580,train/value_loss,0.27687880396842957
590,train/value_loss,0.2954166531562805
600,train/value_loss,0.28074419498443604
610,train/value_loss,0.28888922929763794
620,train/value_loss,0.30787932872772217
630,train/value_loss,0.29711079597473145
640,train/value_loss,0.28033581376075745
650,train/value_loss,0.2776275873184204
660,train/value_loss,0.28425759077072144
670,train/value_loss,0.2880229949951172
680,train/value_loss,0.29201939702033997
690,train/value_loss,0.3032982349395752
700,train/value_loss,0.31065666675567627
710,train/value_loss,0.2989400625228882
720,train/value_loss,0.29913729429244995
730,train/value_loss,0.3003421723842621
740,train/value_loss,0.293980211019516
750,train/value_loss,0.32696443796157837
760,train/value_loss,0.30268704891204834
770,train/value_loss,0.2720080316066742
780,train/value_loss,0.30753815174102783
790,train/value_loss,0.3019704818725586
800,train/value_loss,0.2906067371368408
810,train/value_loss,0.314799427986145
820,train/value_loss,0.31418776512145996
830,train/value_loss,0.28201818466186523
840,train/value_loss,0.29410070180892944
850,train/value_loss,0.30671221017837524
860,train/value_loss,0.30709388852119446
870,train/value_loss,0.29089367389678955
880,train/value_loss,0.30246299505233765
890,train/value_loss,0.33192723989486694
900,train/value_loss,0.2926958203315735
910,train/value_loss,0.31887614727020264
920,train/value_loss,0.2920461893081665
930,train/value_loss,0.2935216724872589
940,train/value_loss,0.29273539781570435
950,train/value_loss,0.30428582429885864
960,train/value_loss,0.27172625064849854
970,train/value_loss,0.29331737756729126
980,train/value_loss,0.2853674292564392
990,train/value_loss,0.31124529242515564
1000,train/value_loss,0.28991594910621643
1010,train/value_loss,0.29904234409332275
1020,train/value_loss,0.2838473916053772
1030,train/value_loss,0.2957097291946411
1040,train/value_loss,0.32095813751220703
1050,train/value_loss,0.3022908568382263
1060,train/value_loss,0.30771347880363464
1070,train/value_loss,0.2849492132663727
1080,train/value_loss,0.3048113286495209
1090,train/value_loss,0.3121033310890198
1100,train/value_loss,0.29954084753990173
1110,train/value_loss,0.31020814180374146
1120,train/value_loss,0.32726889848709106
1130,train/value_loss,0.33011946082115173
1140,train/value_loss,0.32568562030792236
1150,train/value_loss,0.3161585330963135
1160,train/value_loss,0.2723149061203003
1170,train/value_loss,0.3045313060283661
1180,train/value_loss,0.30853521823883057
1190,train/value_loss,0.31728875637054443
1200,train/value_loss,0.312957763671875
1210,train/value_loss,0.3083541989326477
1220,train/value_loss,0.31045645475387573
1230,train/value_loss,0.3139190971851349
1240,train/value_loss,0.3288179337978363
1250,train/value_loss,0.29350122809410095
1260,train/value_loss,0.3448736071586609
1270,train/value_loss,0.28771844506263733
1280,train/value_loss,0.30563029646873474
1290,train/value_loss,0.30237483978271484
1300,train/value_loss,0.2784658670425415
1310,train/value_loss,0.2817428410053253
1320,train/value_loss,0.2962876558303833
1330,train/value_loss,0.3099287748336792
1340,train/value_loss,0.30218440294265747
1350,train/value_loss,0.28668802976608276
1360,train/value_loss,0.31812167167663574
1370,train/value_loss,0.31729748845100403
1380,train/value_loss,0.31351566314697266
1390,train/value_loss,0.317609965801239
1400,train/value_loss,0.2761090397834778
1410,train/value_loss,0.30357059836387634
1420,train/value_loss,0.30301472544670105
1430,train/value_loss,0.304592490196228
1440,train/value_loss,0.33579936623573303
1450,train/value_loss,0.32327401638031006
1460,train/value_loss,0.3017898201942444
1470,train/value_loss,0.28803032636642456
1480,train/value_loss,0.30713513493537903
1490,train/value_loss,0.3204115331172943
1500,train/value_loss,0.31248754262924194
1510,train/value_loss,0.3087378144264221
1520,train/value_loss,0.3223336935043335
1530,train/value_loss,0.31282034516334534
1540,train/value_loss,0.2795559763908386
1550,train/value_loss,0.30566900968551636
1560,train/value_loss,0.3097432851791382
1570,train/value_loss,0.3146750330924988
1580,train/value_loss,0.30287039279937744
1590,train/value_loss,0.31178906559944153
1600,train/value_loss,0.3461221158504486
1610,train/value_loss,0.2874026298522949
1620,train/value_loss,0.31846851110458374
1630,train/value_loss,0.3018690049648285
1640,train/value_loss,0.30443501472473145
1650,train/value_loss,0.3091898560523987
1660,train/value_loss,0.31649652123451233
1670,train/value_loss,0.2999129593372345
1680,train/value_loss,0.30982500314712524
