iteration,accepted,iteration_time_s,replay_buffer_positions,replay_buffer_iterations,train_approx_identity_check,train_ce_minus_policy_entropy,train_grad_norm,train_kl_divergence,train_ownership_accuracy,train_ownership_loss,train_policy_accuracy,train_policy_cross_entropy,train_policy_entropy,train_policy_loss,train_policy_top5_accuracy,train_score_loss,train_step_skip_rate,train_target_entropy,train_total_loss,train_value_loss,train_value_mse,selfplay_avg_game_length,selfplay_avg_num_legal,selfplay_avg_policy_entropy,selfplay_avg_redundancy,selfplay_avg_root_q,selfplay_avg_top1_prob,selfplay_games_per_minute,selfplay_generation_time,selfplay_num_games,selfplay_num_positions,selfplay_p0_wins,selfplay_p1_wins,selfplay_unique_positions,eval_vs_previous_best_avg_game_length,eval_vs_previous_best_avg_loss_margin,eval_vs_previous_best_avg_model_score_margin,eval_vs_previous_best_avg_score_diff,eval_vs_previous_best_avg_win_margin,eval_vs_previous_best_baseline_wins,eval_vs_previous_best_model_wins,eval_vs_previous_best_ties,eval_vs_previous_best_total_games,eval_vs_previous_best_win_rate,applied_adaptive_games_anti_thrash_bounds,applied_adaptive_games_anti_thrash_prev,applied_adaptive_games_avg_len_est,applied_adaptive_games_clamp_high,applied_adaptive_games_clamp_low,applied_adaptive_games_fill_mode,applied_adaptive_games_games_needed,applied_adaptive_games_games_this_iter,applied_adaptive_games_max_size,applied_adaptive_games_scheduled_games,applied_adaptive_games_scheduled_window_iters,applied_adaptive_games_target_pos_iter,applied_adaptive_games_warnings,applied_replay_max_size,applied_replay_newest_fraction,applied_replay_recency_window,applied_replay_window_iterations,applied_selfplay_cpuct,applied_selfplay_dirichlet_alpha,applied_selfplay_dynamic_score_utility_weight,applied_selfplay_games,applied_selfplay_noise_weight,applied_selfplay_parallel_leaves,applied_selfplay_policy_target_mode,applied_selfplay_q_value_weight,applied_selfplay_simulations,applied_selfplay_static_score_utility_weight,applied_selfplay_temperature,applied_training_amp_dtype,applied_training_batch_size,applied_training_lr,applied_training_q_value_weight
34,True,2040.4068698883057,300408,8,,,0.4167509698757419,0.27599551125808996,0.8617318912788674,0.29748514217359046,0.5448664514002977,,2.892215085471118,2.8919776603027625,0.7764501633467498,3.363354046256454,0.0,,3.513840918187742,0.24090509036624874,0.24090509036624874,42.416666666666664,128.45731903468317,2.659591698596999,0.11713357987675219,-0.0510823241517281,0.36536558295927785,30.76712168403094,1731.7187011241913,888,37666,481,407,33173,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[799, 977]",888,42.2525,1080,810,False,888,888,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.24,888,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
35,True,2078.005206823349,300506,8,,,0.43261297869461557,0.27619842638572056,0.8614682217439016,0.297914932999346,0.545899075821594,,2.8900725726728087,2.8896763964935586,0.7785621128700397,3.3641731120921947,0.0,,3.5089656613491202,0.2381847226785289,0.2381847226785289,42.49267192784667,129.17989606810076,2.6600525662498034,0.12185040649560423,-0.05431632790041091,0.3655260679532996,30.049447451702996,1771.0808188915253,887,37691,524,363,33015,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[799, 977]",888,42.3019,1080,810,False,887,887,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.24,887,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
36,True,2280.6095032691956,300356,8,,,0.42377811328128534,0.2769658470595324,0.8612986851621557,0.2983539502377863,0.5485095188573554,,2.889076634248098,2.888938539116471,0.7799914258497733,3.361346912825549,0.0,,3.5064033711398093,0.23657705002912768,0.23657705002912768,42.353672316384184,129.69646227657054,2.646584380083426,0.1187572026670195,-0.05028288407096392,0.369085326057526,31.012645999887216,1712.2047567367554,885,37483,524,361,32945,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[798, 976]",887,42.3947,1080,810,False,885,885,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.27,885,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
37,True,2037.0110447406769,300258,8,,,0.4228999194171693,0.27703667956369893,0.8607324056051395,0.299050807400986,0.5507376345219435,,2.887681026370437,2.8873645274727435,0.7827061207206161,3.3602067912066422,0.0,,3.503783955838945,0.23554112450392156,0.23554112450392156,42.497737556561084,130.83690891198964,2.662671763362947,0.12178038645696292,-0.05608119602330604,0.36629836796299164,31.168116407337937,1701.7390241622925,884,37568,495,389,32915,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[796, 974]",885,42.421,1080,810,False,884,884,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.27,884,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
38,True,2017.7760229110718,300240,8,,,0.4106901171030821,0.27618507527642777,0.8606763388271685,0.29900806717298645,0.5523147084094859,,2.8882885076381544,2.8877460139769093,0.7839203346658636,3.360645842110669,0.0,,3.500768482243573,0.23210666786741327,0.23210666786741327,42.30542986425339,130.27937290224926,2.6450375685722447,0.11608447927387143,-0.05412529684042599,0.3693106905991594,31.287144450340712,1695.2649700641632,884,37398,522,362,32982,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[795, 973]",884,42.448,1080,810,False,884,884,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.27,884,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0016,0.2
39,True,2266.257467985153,300223,8,,,0.41244971890140464,0.27690643855818997,0.8605078134271834,0.299340659711096,0.5536321104676636,,2.887050838382156,2.886408554183112,0.78586707689144,3.361323609175505,0.0,,3.4966216586254264,0.22917963956241255,0.22917963956241255,42.29717514124294,132.7460699449877,2.6645234680914522,0.11716780434613631,-0.05205778929264954,0.3659525332275279,30.98922943726959,1713.498559474945,885,37433,514,371,32969,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[795, 973]",884,42.3856,1080,810,False,885,885,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.27,885,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
40,True,2078.254772424698,300369,8,,,0.4112541643557725,0.2758258241746161,0.8602411094639036,0.29974303427669735,0.5543272995286518,,2.8871671553011296,2.886448159482744,0.786221213693972,3.363856801280269,0.0,,3.495664895022357,0.22786960149252855,0.22786960149252855,42.42663656884876,133.42109603138724,2.671699907850366,0.12056598571040555,-0.05499228682288774,0.3655056465532675,30.75493096919477,1728.5033106803894,886,37590,514,372,32968,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[796, 974]",885,42.3668,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.3,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
41,True,2027.8069558143616,300336,8,,,0.4172007598258831,0.27598935233222116,0.8601252220295094,0.2999824257912459,0.554961958748323,,2.8932346070254287,2.892960419036724,0.7869658693119332,3.3624243215278344,0.0,,3.4979402241883455,0.22374000913567013,0.22374000913567013,42.33295711060948,135.7277715870764,2.6950039587396755,0.11701382410122807,-0.060233682581744434,0.3609117948725054,30.883319652171288,1721.3175461292267,886,37507,499,387,33029,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.3431,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.3,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
42,True,2058.3030095100403,300178,8,,,0.4032852481912683,0.2747942015528679,0.8598627590470844,0.3003096943100293,0.5569049776704222,,2.8930478789188245,2.892227584785885,0.7882830584490741,3.3591141064961754,0.0,,3.4922912738941334,0.219105833299734,0.219105833299734,42.33408577878104,135.94998810619083,2.6764636280036225,0.11859170642979008,-0.059872567686427944,0.36499034527231417,30.540198763947146,1740.65664768219,886,37508,523,363,32980,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.3523,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.3,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
43,True,2193.9391310214996,300172,8,,,0.41087515773596583,0.2752060154521907,0.8602257099416522,0.29987241918290103,0.5581973805471703,,2.897817193137275,2.897009531215385,0.7902270349087539,3.3560610232529817,0.0,,3.4939830245795074,0.21638653063111835,0.21638653063111835,42.533860045146724,138.30836208561593,2.6847233055323394,0.1217229092291466,-0.059316766003692685,0.36472864363056473,28.02605567037852,1896.8063371181488,886,37685,514,372,33011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.3646,1080,810,False,886,886,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.3,886,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
44,True,2284.3682034015656,300092,8,,,0.40950535684823985,0.27442155516257993,0.8602712230549918,0.29992582063983986,0.558564070198271,,2.9001702825228373,2.8992368618647255,0.7908456307870371,3.3550998166755392,0.0,,3.496111783274898,0.21637606394511683,0.21637606394511683,42.26327683615819,138.70988649638346,2.6830665874747104,0.11969872147834429,-0.058684360363241775,0.36438252050662456,30.99624061248586,1713.11097574234,885,37403,534,351,32835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[797, 975]",886,42.4003,1080,810,False,885,885,300000,900,8,37500,[],300000,0.25,0.0,8,1.45,0.1,0.3,885,0.25,64,visits,0.2,192,0.0,1.0,bfloat16,1024,0.0012,0.2
45,True,2029.6721687316895,333900,9,,,0.407103333429054,0.27945065106506706,0.8604153431124157,0.2997086357739237,0.5606524033678902,,2.901791063061467,2.900796193546719,0.7916716665029526,3.344122130341,0.0,,3.492196703398669,0.21203199117271987,0.21203199117271987,42.472361809045225,141.04800532692826,2.6260273252341757,0.12052652235058091,-0.04706861167087795,0.3685434943351676,28.549664779471822,1672.8742830753326,796,33808,484,312,29659,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[796, 974]",885,42.3771,998,747,False,787,796,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,796,0.25,56,visits,0.2,208,0.0,1.0,bfloat16,1024,0.0012,0.2
46,True,2260.0428569316864,329715,9,1.2094678138678487e-07,-0.000574248366885715,0.4184072767142897,0.2857951398800921,0.8605544030666351,0.2998105685468073,0.5613737617377881,2.9009973499510022,2.9015715983178882,2.9009973499510022,0.7931365102529526,3.344301159735079,0.0,2.615202204386393,3.4942779068593626,0.21387886145600565,0.21387886145600565,42.472010178117046,139.6069918767688,2.5986173141764257,0.1211762969400031,-0.04447247492212637,0.372514743587458,28.396005043608298,1660.7970004081726,786,33383,439,347,29255,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[716, 876]",796,42.4232,998,747,False,786,786,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,786,0.25,56,visits,0.2,208,0.0,1.0,bfloat16,1024,0.0012,0.2
47,True,1958.7760126590729,325592,9,1.2121076757936137e-07,-0.0003851678636338976,0.4260457602364046,0.2911005926904855,0.8606422076622645,0.2999419077678963,0.5629330703505764,2.9049066013760036,2.9052917692396374,2.9049066013760036,0.7938514859588057,3.3427330312905488,0.0,2.6138060216550474,3.501283400588566,0.21711220672285114,0.21711220672285114,42.28081321473952,142.15623952682785,2.613660023117069,0.11709553036859865,-0.04008031608008569,0.3704223088270682,29.693467104443805,1590.248785495758,787,33275,421,366,29299,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[707, 865]",786,42.4025,998,747,False,787,787,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,787,0.25,56,visits,0.2,208,0.0,1.0,bfloat16,1024,0.0012,0.2
48,True,2024.3195350170135,321706,9,1.2124731263440935e-07,-0.0008678498091521087,0.41294376977063996,0.2946312058303091,0.8605675741478249,0.2998877496079162,0.5657421236788784,2.8992824686898127,2.9001503184989645,2.8992824686898127,0.7963084236339286,3.3401497218343947,0.0,2.604651263908104,3.495158373426508,0.21687777108616302,0.21687777108616302,42.62642947903431,142.95516974411774,2.6022489453483026,0.12923755936705716,-0.0427638300494448,0.3728978374260736,28.028307087631955,1684.725368976593,787,33547,453,334,29128,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[708, 866]",787,42.4084,998,747,False,787,787,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,787,0.25,56,visits,0.2,208,0.0,1.0,bfloat16,1024,0.0012,0.2
49,True,1976.7452392578125,317609,9,1.2143251179576575e-07,-0.0008872919612460666,0.41159735090202754,0.2995407956065955,0.8608276264535056,0.29958332269280047,0.5677323750875615,2.897925196753608,2.898812488714854,2.897925196753608,0.7971453099339096,3.3332934887320906,0.0,2.5983843953521166,3.4926642285452947,0.21647219103243615,0.21647219103243615,42.6119592875318,144.99459800632087,2.6116714115965647,0.1254059891070374,-0.04413208687390976,0.37126174936038664,28.263044099655787,1668.6100702285767,786,33493,436,350,29217,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[708, 866]",787,42.4598,998,747,False,786,786,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,786,0.25,56,visits,0.2,208,0.0,1.0,bfloat16,1024,0.0012,0.2
50,True,1962.3208408355713,313585,9,1.217054801827544e-07,-0.0007763818458274559,0.43880560789947154,0.30454942964845233,0.860887912136537,0.2995743504828877,0.5693691279049273,2.8957913566518716,2.8965677384976987,2.8957913566518716,0.7984148411839097,3.3355020637865422,0.0,2.5912419173452585,3.488124695530644,0.21384698588539053,0.21384698588539053,42.65350318471337,147.4626039139651,2.6332441985616803,0.1264223195132449,-0.040594002116040105,0.36809353692046726,28.259941599006225,1666.6701109409332,785,33483,463,322,29171,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[707, 865]",786,42.5064,998,747,False,785,785,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,785,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
51,True,1982.133550643921,309445,9,1.215545148651413e-07,-0.000823121600680881,0.419502114476981,0.3076398038753757,0.86078862382306,0.29986553114873393,0.5713988459772534,2.8952839643866923,2.8961070859873734,2.8952839643866923,0.800412858305154,3.333529637478016,0.0,2.5876441571447586,3.4834847816714536,0.20986801308614236,0.20986801308614236,42.670076726342714,148.18440657492516,2.6462426058677644,0.12960304260756772,-0.04374964449577766,0.36429846039717917,27.983126918484558,1676.7246968746185,782,33368,451,331,28960,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[706, 864]",785,42.6306,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
52,True,1953.460469007492,305107,9,1.212917046865835e-07,-0.0010779760502002858,0.42084135440764603,0.3094492779837714,0.8609160878040172,0.29960013385172246,0.573945567784486,2.886494345135159,2.8875723211853592,2.886494345135159,0.8026961848691658,3.330268636897758,0.0,2.5770450667098714,3.4710689990608783,0.2066077646281984,0.2066077646281984,42.64322250639386,145.94018760158764,2.6103554129991062,0.12456595310382962,-0.04082375036483888,0.369848675625901,28.20361979552203,1663.6162428855896,782,33347,447,335,29107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6452,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
53,True,1975.1776366233826,301099,9,1.222095140278683e-07,-0.0011463412532099972,0.42477511531776857,0.31272241097909437,0.8610671253116042,0.2995051807275525,0.575234247357757,2.8809400072804205,2.8820863485336305,2.8809400072804205,0.8048957908595049,3.3323679230831287,0.0,2.5682175936522307,3.461520472279301,0.2024178866159033,0.2024178866159033,42.70460358056266,146.84439379636737,2.6038287549043275,0.12549941628408243,-0.03934695000477142,0.3705959135409618,27.942923815143693,1679.1370978355408,782,33395,462,320,29123,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6556,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
54,True,1929.1901264190674,300598,9,1.217781593096687e-07,-0.0007947409594500506,0.42369359157703546,0.3093542006832582,0.8611082989860463,0.2993872923431573,0.5767981302958948,2.877615193967466,2.878409934926916,2.877615193967466,0.8070319946165438,3.331079215473599,0.0,2.5682609999621357,3.4537040759015967,0.19807286844761285,0.19807286844761285,42.592071611253196,149.45892707727756,2.625064032140139,0.1273606292579095,-0.043270543050538256,0.36804256583072925,28.51369856930838,1645.5248653888702,782,33307,448,334,28986,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6726,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
55,True,1942.9431347846985,300534,9,1.2175028984984237e-07,-0.0013843752719737866,0.40947218620114856,0.30784208918059314,0.8607141053235089,0.30002263607802215,0.5776546968354119,2.8831021110216777,2.8844864862936515,2.8831021110216777,0.8081082346262756,3.329872453212738,0.0,2.575260024159043,3.4520542356703015,0.1909614763326115,0.1909614763326115,42.607416879795394,152.77272589654973,2.655096522382147,0.1282391850340348,-0.04168778534317182,0.3621878200698474,28.528083683777382,1644.695119380951,782,33319,478,304,28961,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6466,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
56,True,1951.33713889122,300593,9,1.2170303633680575e-07,-0.0008020577607331452,0.42321315148362404,0.3071014150977135,0.8603568154352683,0.3004370745685365,0.5795630361194963,2.883334143514986,2.8841362012757195,2.883334143514986,0.810099337056831,3.3301191837699324,0.0,2.576232720745934,3.4472523393454377,0.18584071847575684,0.18584071847575684,42.626598465473144,150.72092342728453,2.6149971104905796,0.12793421113801623,-0.041759030684713816,0.3673530833708978,28.23240996924944,1661.9197599887848,782,33334,464,318,28986,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6347,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
57,True,1967.1275024414062,300513,9,1.2228516823669183e-07,-0.0009005241923862033,0.41204848617867185,0.30410318082129517,0.8605822692314784,0.3003132161718828,0.5809690520719246,2.8814752591980826,2.882375783390469,2.8814752591980826,0.8120568235715231,3.329232598234106,0.0,2.5773720728026497,3.439898132836377,0.18045262531549844,0.18045262531549844,42.74201787994892,151.4624107641768,2.616136131486446,0.128727393045701,-0.04408139033395797,0.36913917638632193,28.08812735984296,1672.5928146839142,783,33467,433,350,29082,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6087,998,747,False,783,783,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,783,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
58,True,2227.401589155197,300383,9,1.220262954385968e-07,-0.0008238094824331778,0.41081417125684244,0.30228644405250193,0.8602457789359269,0.3008804443809721,0.5830416411161423,2.877536797523499,2.8783606070059315,2.877536797523499,0.8148124744494756,3.3280179134121646,0.0,2.5752503576102077,3.432150442953463,0.17667979082023655,0.17667979082023655,42.66368286445013,150.16302995665106,2.606827145367741,0.13001494934315397,-0.041029383698122444,0.3706284462902132,28.11143410591384,1669.0717315673828,782,33363,457,325,28939,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[704, 862]",783,42.6587,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
59,True,2011.5507588386536,300154,9,1.216936426723586e-07,-0.0011402920440391259,0.4071402144928773,0.3001169894028593,0.8602385760457427,0.30092358600210256,0.5838943780572325,2.874453497816015,2.875593789860054,2.874453497816015,0.8171575010926635,3.324306403707575,0.0,2.5743365089098615,3.4253281032597576,0.1733054243580059,0.1733054243580059,42.52429667519181,150.64362811759065,2.616702680539641,0.12676701437102372,-0.039207468524531545,0.3684717419006748,28.29041949257198,1658.5119924545288,782,33254,461,321,28963,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6774,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
60,True,1971.7623147964478,300092,9,1.2204693323130617e-07,-0.0014704355487117063,0.4565280037345709,0.29906446773696826,0.8603614116156543,0.30086392219419833,0.5843425543219956,2.869986997710334,2.871457433259046,2.869986997710334,0.8183520347983748,3.3245758136113484,0.0,2.5709225319049978,3.4195729339564287,0.17199876507123313,0.17199876507123313,42.59079283887468,153.5801557578539,2.628814765513798,0.1258242811125326,-0.039875054072833746,0.36659483152147215,28.429565691116203,1650.394540309906,782,33306,433,349,29037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6433,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
61,True,1943.7434487342834,300204,9,1.221648994573941e-07,-0.0010170362613819263,0.4018259327168818,0.2972283566991488,0.860479904766436,0.3007773397145448,0.5847523275348876,2.8709922406408523,2.872009276902234,2.8709922406408523,0.819183283161234,3.3135430031352575,0.0,2.5737638703099,3.4143814572581537,0.16691830555597942,0.16691830555597942,42.73180076628353,153.96702507824776,2.623451764296514,0.1276819303173625,-0.045736272391321914,0.3670029875742852,28.473619662076413,1649.94828748703,783,33459,462,321,29109,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.5929,998,747,False,783,783,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,783,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
62,True,1953.6357202529907,300160,9,1.2199414132712466e-07,-0.0011138942506578233,0.39354490096922273,0.29450205443082034,0.8606691539287568,0.3007397609176459,0.585996859713837,2.8713815119531416,2.8724954062038,2.8713815119531416,0.8205645127428902,3.3138068132930334,0.0,2.5768794412966125,3.4123789359022068,0.1645057757143621,0.1645057757143621,42.593869731800766,155.71316813635823,2.635040412336109,0.12554016207973204,-0.039606194214316055,0.36631770112183615,28.435338673284846,1652.169525384903,783,33351,469,314,29089,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[704, 862]",783,42.6156,998,747,False,783,783,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,783,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
63,True,1953.8434596061707,300135,9,1.2240032879268018e-07,-0.0013812100445782698,0.40560554221824363,0.2945397424477118,0.8608241825192062,0.30053441265115033,0.5845619085762235,2.874996464340775,2.8763776743853535,2.874996464340775,0.8214599077348357,3.314758277822424,0.0,2.580456707654176,3.4136077836707788,0.1620553316893401,0.1620553316893401,42.56010230179028,158.7644998996011,2.6450121580218275,0.12858128462097118,-0.04054070337885365,0.3645868343140995,28.426962486408037,1650.5456755161285,782,33282,435,347,28927,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[704, 862]",783,42.6388,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
64,True,1972.9051730632782,300120,9,1.2241416323080203e-07,-0.0011855209315264667,0.4053485169454857,0.29304111070103117,0.8609266164126219,0.30053233923735445,0.5875093613509779,2.870581317830969,2.871766838762495,2.870581317830969,0.8233259080736726,3.316507510785703,0.0,2.577540202052505,3.408122889642362,0.1608109691352756,0.1608109691352756,42.588235294117645,156.1458266002194,2.638875547802026,0.12809607997546424,-0.03886287497852551,0.3671211268339718,28.153928201587313,1666.552520275116,782,33304,450,332,28964,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6286,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
65,True,1955.1370882987976,300281,9,1.2202154069714028e-07,-0.0013427301689430521,0.41637108546716195,0.2913212816472407,0.8609231863860731,0.300660602748394,0.5891699431119142,2.8716084546513025,2.872951184820246,2.8716084546513025,0.8236682368649377,3.3139169370686563,0.0,2.580287174383799,3.4064328608689483,0.1583336167037487,0.1583336167037487,42.77777777777778,158.8269314154566,2.641951733457465,0.13277969175805923,-0.04035972649426567,0.3668963477683858,28.37470905116045,1655.6997964382172,783,33495,464,319,28965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.5807,998,747,False,783,783,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,783,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
66,True,1964.528288602829,300199,9,1.226078254561529e-07,-0.0011281711083871346,0.3932476261423694,0.2895634799091904,0.8609798239337073,0.30050706940668603,0.5889834601570059,2.873466411343327,2.8745945824517145,2.873466411343327,0.8245974605834043,3.309884708457523,0.0,2.5839029316548947,3.4058218002319336,0.1562908655791371,0.1562908655791371,42.691815856777495,160.3520899170625,2.639050087759712,0.1311685388387379,-0.040818365425807544,0.36559410679257004,28.331572740010728,1656.1029078960419,782,33385,448,334,28920,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[704, 862]",783,42.642,998,747,False,782,782,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,782,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
67,True,2037.449185848236,300224,9,1.2245023210379328e-07,-0.0009655652222809968,0.41753454945153656,0.2896100746260749,0.8611834237972895,0.3002430967158741,0.5890954777046487,2.876289801685898,2.8772553669081793,2.876289801685898,0.8259454997601332,3.3130287294034604,0.0,2.5866797226446647,3.408879702621036,0.15625056431249335,0.15625056431249335,42.75032010243278,159.2323623173905,2.6343471489476844,0.12818577695470718,-0.03952852889550749,0.3677655925096892,26.924490159006822,1740.422928094864,781,33388,449,332,29031,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,"[703, 861]",782,42.6859,998,747,False,781,781,300000,831,9,33334,[],300000,0.25,0.0,9,1.45,0.1,0.3,781,0.25,56,visits,0.25,208,0.0,1.0,bfloat16,1024,0.0012,0.25
